V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14
WUHUA 	Total	120528	100	43992	36.5	63799	52.93	12546	10.41	191	0.16	          	          
WUHUA 	Chongren	3293	100	1258	38.20	1698	51.56	329	9.99	8	0.24	          	          
WUHUA 	Huashan	4922	100	1657	33.67	2626	53.35	629	12.78	10	0.20	          	          
WUHUA 	Beimen	5938	100	2131	35.89	3064	51.60	736	12.39	7	0.12	          	          
WUHUA 	Daguan	9221	100	3093	33.54	4914	53.29	1193	12.94	21	0.23	          	          
WUHUA 	Xizhan	18208	100	6422	35.27	9508	52.22	2259	12.41	19	0.10	          	          
WUHUA 	Wucheng	2940	100	996	33.88	1590	54.08	350	11.90	4	0.14	          	          
WUHUA 	Xincun	7133	100	2344	32.86	3944	55.29	836	11.72	9	0.13	          	          
WUHUA 	Tuqiao	11505	100	4097	35.61	6284	54.62	1102	9.58	22	0.19	          	          
WUHUA 	Xiba	14384	100	5175	35.98	7520	52.28	1661	11.55	28	0.19	          	          
WUHUA 	Hongshan	5827	100	2272	38.99	3078	52.82	471	8.08	6	0.10	          	          
WUHUA 	Yongchang	23340	100	8778	37.61	12595	53.96	1931	8.27	36	0.15	          	          
WUHUA 	Lianhua	13817	100	5769	41.75	6978	50.5	1049	7.59	21	0.15	          	          
PANLONG 	Total	108442	100	37840	34.89	57604	53.12	12795	11.80	202	0.19	1	          
PANLONG 	Zhuji	5369	100	1790	33.34	2881	53.66	691	12.87	7	0.13	          	          
PANLONG 	Taihe	20561	100	7314	35.57	10744	52.25	2460	11.96	42	0.20	1	          
PANLONG 	Nanqiang	1824	100	921	50.49	768	42.11	134	7.35	1	0.05	          	          
PANLONG 	Jinbi	5433	100	1771	32.60	2855	52.55	795	14.63	12	0.22	          	          
PANLONG 	Tuodong	8524	100	3094	36.30	4250	49.86	1166	13.68	14	0.16	          	          
PANLONG 	Dongzhan	16019	100	5481	34.22	8880	55.43	1633	10.19	25	0.16	          	          
PANLONG 	Dongjiawan	12430	100	4196	33.76	6744	54.26	1469	11.82	21	0.17	          	          
PANLONG 	Donghua	8595	100	3200	37.23	4354	50.66	1028	11.96	13	0.15	          	          
PANLONG 	Huancheng	22767	100	7248	31.84	12808	56.26	2657	11.67	54	0.24	          	          
PANLONG 	Xiaonan	3201	100	1402	43.80	1462	45.67	332	10.37	5	0.16	          	          
PANLONG 	Changchun	3719	100	1423	38.26	1858	49.96	430	11.56	8	0.22	          	          
GUANDU 	Total	406812	100	172111	42.31	195975	48.17	37164	9.14	1559	0.38	3	          
GUANDU 	Guanshang	41804	100	21335	51.04	18010	43.08	2391	5.72	68	0.16	          	          
GUANDU 	Qianwei	48980	100	22630	46.20	22690	46.33	3528	7.20	132	0.27	          	          
GUANDU 	Guandu	7725	100	1429	18.5	4481	58.01	1732	22.42	83	1.07	          	          
GUANDU 	Ciba	12785	100	5190	40.59	6614	51.73	947	7.41	34	0.27	          	          
