V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14
CHENGGUAN 	Total	287645	100	93657	32.56	162228	56.40	31380	10.91	380	0.13	          	          
CHENGGUAN 	Jiuquanlu	5297	100	1732	32.70	3051	57.60	509	9.61	5	0.09	          	          
CHENGGUAN 	Zhangyelu	9560	100	2925	30.60	5503	57.56	1121	11.73	11	0.12	          	          
CHENGGUAN 	Gongyuanxang	7115	100	2089	29.36	4205	59.10	813	11.43	8	0.11	          	          
CHENGGUAN 	Linxialu	9439	100	3044	32.25	5380	57	1004	10.64	11	0.12	          	          
CHENGGUAN 	Gulouxang	10554	100	3215	30.46	6254	59.26	1075	10.19	10	0.09	          	          
CHENGGUAN 	Wuquan	13077	100	4140	31.66	7588	58.03	1335	10.21	14	0.11	          	          
CHENGGUAN 	Baiyinlu	14245	100	4091	28.72	8449	59.31	1683	11.81	22	0.15	          	          
CHENGGUAN 	Gaolanlu	15669	100	4932	31.48	8706	55.56	2011	12.83	20	0.13	          	          
CHENGGUAN 	Guangwumen	13543	100	4063	30	7906	58.38	1552	11.46	22	0.16	          	          
CHENGGUAN 	Fulongping	2708	100	889	32.83	1357	50.11	461	17.02	1	0.04	          	          
CHENGGUAN 	Jingyuanlu	10125	100	2670	26.37	5943	58.70	1497	14.79	15	0.15	          	          
CHENGGUAN 	Caochangjie	17307	100	4799	27.73	10533	60.86	1961	11.33	14	0.08	          	          
CHENGGUAN 	Huochezhan	17080	100	5678	33.24	9827	57.54	1560	9.13	15	0.09	          	          
CHENGGUAN 	Gongxingdun	25462	100	8630	33.89	14977	58.82	1841	7.23	14	0.05	          	          
CHENGGUAN 	Donggangzhen	8611	100	2355	27.35	5491	63.77	756	8.78	9	0.10	          	          
CHENGGUAN 	Tuanjiexincun	16149	100	5052	31.28	9050	56.04	2027	12.55	20	0.12	          	          
CHENGGUAN 	Donggangxilu	13118	100	3965	30.23	7702	58.71	1419	10.82	32	0.24	          	          
CHENGGUAN 	Tieludongcun	9934	100	2986	30.06	5679	57.17	1254	12.62	15	0.15	          	          
CHENGGUAN 	Tieluxicun	12207	100	3741	30.65	6961	57.02	1492	12.22	13	0.11	          	          
CHENGGUAN 	Weiyuanlu	14758	100	4505	30.53	8434	57.15	1796	12.17	23	0.16	          	          
CHENGGUAN 	Yantan	26546	100	12009	45.24	12476	47	2016	7.59	45	0.17	          	          
CHENGGUAN 	Chengguan	4664	100	2001	42.90	2029	43.5	623	13.36	11	0.24	          	          
CHENGGUAN 	Gongxingdun	7865	100	3993	50.77	3119	39.66	747	9.5	6	0.08	          	          
CHENGGUAN 	Qingbaishi	1854	100	102	5.5	1131	61	602	32.47	19	1.02	          	          
CHENGGUAN 	Gaolanshan	758	100	51	6.73	477	62.93	225	29.68	5	0.66	          	          
QILIHE 	Total	135056	100	33579	24.86	80335	59.48	20847	15.44	295	0.22	          	          
QILIHE 	Huaping	7085	100	2036	28.74	4000	56.46	1039	14.66	10	0.14	          	          
QILIHE 	Xiyuan	10495	100	2926	27.88	6078	57.91	1475	14.05	16	0.15	          	          
QILIHE 	Xihu	16664	100	5026	30.16	9652	57.92	1959	11.76	27	0.16	          	          
QILIHE 	Jianlanlu	11961	100	3017	25.22	7492	62.64	1430	11.96	22	0.18	          	          
