V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14
HEPING 	Total	102265	100	28028	27.41	57333	56.06	16729	16.36	175	0.17	          	          
HEPING 	Quanyechang	21315	100	6028	28.28	11892	55.79	3363	15.78	32	0.15	          	          
HEPING 	Xiaobailou	15621	100	4465	28.58	8559	54.79	2570	16.45	27	0.17	          	          
HEPING 	Tiyuguan	16107	100	4541	28.19	8635	53.61	2904	18.03	27	0.17	          	          
HEPING 	Xinxing	18193	100	4591	25.23	10639	58.48	2937	16.14	26	0.14	          	          
HEPING 	Nanyingmen	15626	100	3935	25.18	8743	55.95	2912	18.64	36	0.23	          	          
HEPING 	Nanshi	15403	100	4468	29.01	8865	57.55	2043	13.26	27	0.18	          	          
HEDONG 	Total	239825	100	61832	25.78	146428	61.06	31236	13.02	329	0.14	          	          
HEDONG 	Dawangzhuang	21731	100	5971	27.48	13086	60.22	2647	12.18	27	0.12	          	          
HEDONG 	Dazhigu	23548	100	6363	27.02	13964	59.30	3191	13.55	30	0.13	          	          
HEDONG 	Zhongshanmen	26183	100	6167	23.55	15338	58.58	4645	17.74	33	0.13	          	          
HEDONG 	Fuminlu	14530	100	3984	27.42	8525	58.67	2006	13.81	15	0.10	          	          
HEDONG 	Erhaoqiao	16267	100	4082	25.09	9812	60.32	2335	14.35	38	0.23	          	          
HEDONG 	Chunhua	20180	100	5507	27.29	12353	61.21	2290	11.35	30	0.15	          	          
HEDONG 	Tangjiakou	21376	100	5601	26.20	13153	61.53	2595	12.14	27	0.13	          	          
HEDONG 	Xiangyanglou	21168	100	5489	25.93	13276	62.72	2382	11.25	21	0.10	          	          
HEDONG 	Changzhoudao	14678	100	3505	23.88	9139	62.26	2006	13.67	28	0.19	          	          
HEDONG 	Shanghanglu	15620	100	3999	25.60	9749	62.41	1850	11.84	22	0.14	          	          
HEDONG 	Dongxin	29613	100	6809	22.99	18176	61.38	4577	15.46	51	0.17	          	          
HEDONG 	Lushandao	5684	100	1699	29.89	3630	63.86	350	6.16	5	0.09	          	          
HEDONG 	Tianjintiechang	9247	100	2656	28.72	6227	67.34	362	3.91	2	0.02	          	          
HEXI 	Total	248410	100	66811	26.90	148432	59.75	32797	13.20	369	0.15	1	          
HEXI 	Dayingmen	12781	100	3662	28.65	7253	56.75	1846	14.44	20	0.16	          	          
HEXI 	Xiawafang	14876	100	3782	25.42	8813	59.24	2245	15.09	36	0.24	          	          
HEXI 	Taoyuan	13551	100	3600	26.57	8292	61.19	1632	12.04	27	0.20	          	          
HEXI 	Guajiasi	25407	100	6757	26.60	15491	60.97	3128	12.31	31	0.12	          	          
HEXI 	Machang	17518	100	4837	27.61	10362	59.15	2287	13.06	32	0.18	          	          
HEXI 	Yuexiulu	23178	100	6153	26.55	13509	58.28	3475	14.99	41	0.18	          	          
HEXI 	Youyilu	23915	100	6014	25.15	14792	61.85	3062	12.80	47	0.20	          	          
HEXI 	Tianta	26992	100	8193	30.35	15453	57.25	3302	12.23	43	0.16	1	          
HEXI 	Jianshan	20330	100	5754	28.30	11914	58.60	2638	12.98	24	0.12	          	          
HEXI 	Chentangzhuang	19254	100	5035	26.15	11574	60.11	2622	13.62	23	0.12	          	          
HEXI 	Liulin	23316	100	5830	25	14276	61.23	3190	13.68	20	0.09	          	          
HEXI 	Donghai	27292	100	7194	26.36	16703	61.20	3370	12.35	25	0.09	          	          
NANKAI 	Total	262363	100	65121	24.82	160655	61.23	36092	13.76	495	0.19	          	          
NANKAI 	Changhong	20841	100	5234	25.11	12897	61.88	2661	12.77	49	0.24	          	          
NANKAI 	Gulou	27198	100	9302	34.20	15130	55.63	2748	10.10	18	0.07	          	          
NANKAI 	Xingnan	14037	100	3491	24.87	8840	62.98	1697	12.09	9	0.06	          	          
NANKAI 	Guangkai	16405	100	4276	26.07	10305	62.82	1810	11.03	14	0.09	          	          
NANKAI 	Wanxing	39836	100	9002	22.60	24634	61.84	6103	15.32	97	0.24	          	          
NANKAI 	Xuefu	18873	100	4468	23.67	11323	60	3023	16.02	59	0.31	          	          
