V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14
JINJIANG 	Total	439201	223518	215683	122377	65190	57187	316824	158328	158496	72.14	70.83	73.49
JINJIANG 	DongkangShi	15543	8125	7418	1367	722	645	14176	7403	6773	91.21	91.11	91.30
JINJIANG 	Tianyashibeijie	12909	6423	6486	1525	803	722	11384	5620	5764	88.19	87.5	88.87
JINJIANG 	Hepingjie	21498	10454	11044	1519	817	702	19979	9637	10342	92.93	92.18	93.64
JINJIANG 	Zitongqiaozhengjie	11611	5806	5805	1242	708	534	10369	5098	5271	89.30	87.81	90.80
JINJIANG 	Chunxilu	4798	2510	2288	1102	693	409	3696	1817	1879	77.03	72.39	82.12
JINJIANG 	Yanshikou	12510	6685	5825	2894	1986	908	9616	4699	4917	76.87	70.29	84.41
JINJIANG 	Renminnanlu	9153	4765	4388	1462	1024	438	7691	3741	3950	84.03	78.51	90.02
JINJIANG 	Qingshiqiao	10879	5468	5411	2480	1288	1192	8399	4180	4219	77.20	76.44	77.97
JINJIANG 	Wangjiaba	15308	7618	7690	1783	974	809	13525	6644	6881	88.35	87.21	89.48
JINJIANG 	Junlongjie	15193	7556	7637	1354	647	707	13839	6909	6930	91.09	91.44	90.74
JINJIANG 	Tangbajie	15539	7627	7912	2042	1153	889	13497	6474	7023	86.86	84.88	88.76
JINJIANG 	Zhiquanjie	12091	6053	6038	1376	705	671	10715	5348	5367	88.62	88.35	88.89
JINJIANG 	Hejiangting	16947	8701	8246	2584	1383	1201	14363	7318	7045	84.75	84.11	85.44
JINJIANG 	Niushikou	46870	23691	23179	6914	3597	3317	39956	20094	19862	85.25	84.82	85.69
JINJIANG 	Dongfengnanlu	11776	6766	5010	676	371	305	11100	6395	4705	94.26	94.52	93.91
JINJIANG 	Banxianjie	30654	15984	14670	6149	3552	2597	24505	12432	12073	79.94	77.78	82.30
JINJIANG 	Shahepu	57856	27664	30192	8133	4360	3773	49723	23304	26419	85.94	84.24	87.5
JINJIANG 	Dongguang	36190	18998	17192	12657	6862	5795	23533	12136	11397	65.03	63.88	66.29
JINJIANG 	Liulichang	46593	24731	21862	37122	19416	17706	9471	5315	4156	20.33	21.49	19.01
JINJIANG 	Sansheng	35283	17893	17390	27996	14129	13867	7287	3764	3523	20.65	21.04	20.26
QINGYANG 	Total	549507	284821	264686	148947	84125	64822	400560	200696	199864	72.89	70.46	75.51
QINGYANG 	Shangwangjiaguai	28859	14822	14037	3746	2424	1322	25113	12398	12715	87.02	83.65	90.58
QINGYANG 	Binshengjie	28223	13803	14420	3370	1834	1536	24853	11969	12884	88.06	86.71	89.35
QINGYANG 	Huangwajie	24913	12454	12459	3289	1732	1557	21624	10722	10902	86.80	86.09	87.5
