V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14
HANGZHOU SHANGCHENG 	Total	114425	100	40881	35.73	59578	52.07	13793	12.05	173	0.15	          	          
HANGZHOU SHANGCHENG 	Qingbo	10901	100	3366	30.88	5986	54.91	1530	14.04	19	0.17	          	          
HANGZHOU SHANGCHENG 	Hubin	10911	100	3617	33.15	5548	50.85	1726	15.82	20	0.18	          	          
HANGZHOU SHANGCHENG 	Xiaoying	14638	100	4436	30.30	8070	55.13	2107	14.39	25	0.17	          	          
HANGZHOU SHANGCHENG 	Chengzhan	13770	100	4432	32.19	7551	54.84	1768	12.84	19	0.14	          	          
HANGZHOU SHANGCHENG 	Nanxing	10263	100	3527	34.37	5546	54.04	1173	11.43	17	0.17	          	          
HANGZHOU SHANGCHENG 	Ziyang	16440	100	5749	34.97	9008	54.79	1669	10.15	14	0.09	          	          
HANGZHOU SHANGCHENG 	Wangjiang	23807	100	10284	43.20	10878	45.69	2609	10.96	36	0.15	          	          
HANGZHOU SHANGCHENG 	Zhakou	5821	100	2209	37.95	2997	51.49	606	10.41	9	0.15	          	          
HANGZHOU SHANGCHENG 	Jinjiang	7874	100	3261	41.41	3994	50.72	605	7.68	14	0.18	          	          
HANGZHOU XIACHENG 	Total	136907	100	54397	39.73	66861	48.84	15291	11.17	357	0.26	1	          
HANGZHOU XIACHENG 	Wulin	12738	100	4195	32.93	6638	52.11	1882	14.77	23	0.18	          	          
HANGZHOU XIACHENG 	Changqing	15627	100	4609	29.49	9120	58.36	1867	11.95	31	0.20	          	          
HANGZHOU XIACHENG 	Tianshui	12194	100	3818	31.31	6739	55.26	1617	13.26	20	0.16	          	          
HANGZHOU XIACHENG 	Genshan	16127	100	4865	30.17	9162	56.81	2074	12.86	26	0.16	          	          
HANGZHOU XIACHENG 	Chaoming	6971	100	2137	30.66	4060	58.24	763	10.95	11	0.16	          	          
HANGZHOU XIACHENG 	Chaohui	25229	100	8422	33.38	13867	54.96	2891	11.46	49	0.19	          	          
HANGZHOU XIACHENG 	Shiqiao	48021	100	26351	54.87	17275	35.97	4197	8.74	197	0.41	1	          
JIANGGAN 	Total	170222	100	76158	44.74	68946	40.5	23956	14.07	1162	0.68	          	          
JIANGGAN 	Caihe	23425	100	7725	32.98	13382	57.13	2291	9.78	27	0.12	          	          
JIANGGAN 	Kaixuan	20552	100	7436	36.18	11069	53.86	2008	9.77	39	0.19	          	          
JIANGGAN 	Zhalongkou	16665	100	5737	34.43	8939	53.64	1956	11.74	33	0.20	          	          
JIANGGAN 	Sijiqing	24573	100	14219	57.86	7547	30.71	2662	10.83	145	0.59	          	          
JIANGGAN 	Pengbu	29790	100	16259	54.58	8551	28.70	4709	15.81	271	0.91	          	          
JIANGGAN 	Jianqiao	28156	100	13976	49.64	9273	32.93	4636	16.47	271	0.96	          	          
JIANGGAN 	Dingqiao	7360	100	3820	51.90	1909	25.94	1531	20.80	100	1.36	          	          
JIANGGAN 	Jiubao	7915	100	1537	19.42	3387	42.79	2783	35.16	208	2.63	          	          
JIANGGAN 	Xiasha	10136	100	4363	43.04	4389	43.30	1318	13	66	0.65	          	          
JIANGGAN 	Hangzhoujingjijishukaifaqu	1650	100	1086	65.82	500	30.30	62	3.76	2	0.12	          	          
