V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11
DAOLI 	Total	640416	319842	320574	25983	5690	20293	4.06	1.78	6.33
DAOLI 	Fushun	33963	16737	17226	1195	183	1012	3.52	1.09	5.87
DAOLI 	Gongnong	31225	15956	15269	1896	538	1358	6.07	3.37	8.89
DAOLI 	Chengxianglu	27697	14333	13364	1771	500	1271	6.39	3.49	9.51
DAOLI 	Kangan	25528	12807	12721	1374	313	1061	5.38	2.44	8.34
DAOLI 	Xinhua	37226	20601	16625	1491	406	1085	4.01	1.97	6.53
DAOLI 	Gongle	53778	26930	26848	1680	284	1396	3.12	1.05	5.20
DAOLI 	Jianguo	37608	18570	19038	1253	235	1018	3.33	1.27	5.35
DAOLI 	Zhengyanghe	48069	23628	24441	1739	349	1390	3.62	1.48	5.69
DAOLI 	Xinyanglu	26338	12802	13536	934	136	798	3.55	1.06	5.90
DAOLI 	Anhe	24484	11784	12700	902	121	781	3.68	1.03	6.15
DAOLI 	Anjing	48110	23120	24990	1608	185	1423	3.34	0.80	5.69
DAOLI 	Gongcheng	34180	16691	17489	1127	153	974	3.30	0.92	5.57
DAOLI 	Jingwei	30172	14533	15639	748	102	646	2.48	0.70	4.13
DAOLI 	Sidalin	17953	8748	9205	482	82	400	2.68	0.94	4.35
DAOLI 	Tongjiang	22304	10728	11576	609	71	538	2.73	0.66	4.65
DAOLI 	Shangzhi	8622	4260	4362	240	30	210	2.78	0.70	4.81
DAOLI 	Zhaolin	18065	8639	9426	513	59	454	2.84	0.68	4.82
DAOLI 	Taiping	22700	11484	11216	1776	559	1217	7.82	4.87	10.85
DAOLI 	Xinnong	22868	11667	11201	1562	472	1090	6.83	4.05	9.73
DAOLI 	Xinfa	40984	21083	19901	1461	405	1056	3.56	1.92	5.31
DAOLI 	Yushu	15898	8092	7806	1059	338	721	6.66	4.18	9.24
DAOLI 	Qunli	12644	6649	5995	563	169	394	4.45	2.54	6.57
NANGANG 	Total	851270	428948	422322	21302	4118	17184	2.5	0.96	4.07
NANGANG 	Dacheng	33375	17332	16043	880	145	735	2.64	0.84	4.58
NANGANG 	Liaoyuan	56906	30860	26046	1565	343	1222	2.75	1.11	4.69
NANGANG 	Songhuajiang	34993	16803	18190	893	103	790	2.55	0.61	4.34
NANGANG 	Huayuan	45618	26606	19012	761	95	666	1.67	0.36	3.5
NANGANG 	Quxian	23391	11296	12095	731	107	624	3.13	0.95	5.16
NANGANG 	Tongda	30816	15578	15238	714	101	613	2.32	0.65	4.02
NANGANG 	Qizheng	35807	17492	18315	970	178	792	2.71	1.02	4.32
NANGANG 	Hexinglu	91354	42937	48417	2132	446	1686	2.33	1.04	3.48
NANGANG 	Haxi	56377	28216	28161	1281	274	1007	2.27	0.97	3.58
NANGANG 	Baojian	63233	31455	31778	1508	327	1181	2.38	1.04	3.72
NANGANG 	Rongshi	59968	28854	31114	1257	167	1090	2.10	0.58	3.5
NANGANG 	Fendoulu	54938	26712	28226	1178	162	1016	2.14	0.61	3.60
NANGANG 	Lujia	69510	34237	35273	1378	220	1158	1.98	0.64	3.28
NANGANG 	Gexin	31526	15878	15648	716	83	633	2.27	0.52	4.05
NANGANG 	Wenhua	30076	14895	15181	911	196	715	3.03	1.32	4.71
NANGANG 	Xianfenglu	37838	21506	16332	800	183	617	2.11	0.85	3.78
NANGANG 	Xinchun	36863	18200	18663	528	118	410	1.43	0.65	2.20
NANGANG 	Wanggang	43621	22472	21149	2197	628	1569	5.04	2.79	7.42
NANGANG 	Hongqimanzu	15060	7619	7441	902	242	660	5.99	3.18	8.87
DAOWAI 	Total	329563	163760	165803	13947	3033	10914	4.23	1.85	6.58
DAOWAI 	Daxing	32183	15652	16531	1138	194	944	3.54	1.24	5.71
DAOWAI 	Nanma	30663	15234	15429	796	148	648	2.60	0.97	4.20
DAOWAI 	Shengli	15118	7384	7734	556	86	470	3.68	1.16	6.08
DAOWAI 	Jingyu	30822	15749	15073	1163	212	951	3.77	1.35	6.31
DAOWAI 	Binjiang	29429	14538	14891	1211	228	983	4.11	1.57	6.60
DAOWAI 	Dongyuan	23377	11442	11935	1111	246	865	4.75	2.15	7.25
