V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14
WUHUA 	Total	409734	210023	199711	67514	36038	31476	342220	173985	168235	83.52	82.84	84.24
WUHUA 	Chongren	10076	4972	5104	2531	1403	1128	7545	3569	3976	74.88	71.78	77.90
WUHUA 	Huashan	16596	8026	8570	2768	1364	1404	13828	6662	7166	83.32	83.01	83.62
WUHUA 	Beimen	24547	12245	12302	2740	1645	1095	21807	10600	11207	88.84	86.57	91.10
WUHUA 	Daguan	36432	18234	18198	5204	2533	2671	31228	15701	15527	85.72	86.11	85.32
WUHUA 	Xizhan	63767	31180	32587	7055	3690	3365	56712	27490	29222	88.94	88.17	89.67
WUHUA 	Wucheng	9758	5046	4712	2042	1259	783	7716	3787	3929	79.07	75.05	83.38
WUHUA 	Xincun	21018	10073	10945	2995	1619	1376	18023	8454	9569	85.75	83.93	87.43
WUHUA 	Tuqiao	32987	16883	16104	5217	2951	2266	27770	13932	13838	84.18	82.52	85.93
WUHUA 	Xiba	41459	20911	20548	5291	2807	2484	36168	18104	18064	87.24	86.58	87.91
WUHUA 	Hongshan	18872	10202	8670	2444	1362	1082	16428	8840	7588	87.05	86.65	87.52
WUHUA 	Yongchang	66767	33469	33298	17293	8827	8466	49474	24642	24832	74.10	73.63	74.58
WUHUA 	Lianhua	67455	38782	28673	11934	6578	5356	55521	32204	23317	82.31	83.04	81.32
PANLONG 	Total	342187	176389	165798	65992	37323	28669	276195	139066	137129	80.71	78.84	82.71
PANLONG 	Zhuji	17612	9075	8537	3126	1873	1253	14486	7202	7284	82.25	79.36	85.32
PANLONG 	Taihe	65352	33484	31868	16390	9033	7357	48962	24451	24511	74.92	73.02	76.91
PANLONG 	Nanqiang	6800	4050	2750	3496	2381	1115	3304	1669	1635	48.59	41.21	59.45
PANLONG 	Jinbi	16599	8237	8362	2463	1326	1137	14136	6911	7225	85.16	83.90	86.40
PANLONG 	Tuodong	27258	13863	13395	4660	2512	2148	22598	11351	11247	82.90	81.88	83.96
PANLONG 	Dongzhan	50158	26312	23846	10384	5909	4475	39774	20403	19371	79.30	77.54	81.23
PANLONG 	Dongjiawan	40006	20518	19488	5712	3097	2615	34294	17421	16873	85.72	84.91	86.58
PANLONG 	Donghua	24721	12461	12260	4046	2182	1864	20675	10279	10396	83.63	82.49	84.80
PANLONG 	Huancheng	71313	36333	34980	10541	5699	4842	60772	30634	30138	85.22	84.31	86.16
PANLONG 	Xiaonan	10596	5930	4666	3761	2543	1218	6835	3387	3448	64.51	57.12	73.90
PANLONG 	Changchun	11772	6126	5646	1413	768	645	10359	5358	5001	88	87.46	88.58
GUANDU 	Total	1366607	734964	631643	763290	416697	346593	603317	318267	285050	44.15	43.30	45.13
GUANDU 	Guanshang	135289	75090	60199	71388	39772	31616	63901	35318	28583	47.23	47.03	47.48
GUANDU 	Qianwei	157932	86370	71562	118709	65844	52865	39223	20526	18697	24.84	23.77	26.13
GUANDU 	Guandu	26541	13640	12901	25031	12533	12498	1510	1107	403	5.69	8.12	3.12
GUANDU 	Ciba	48325	25993	22332	14213	7449	6764	34112	18544	15568	70.59	71.34	69.71
GUANDU 	Jinma	258333	139479	118854	97141	54807	42334	161192	84672	76520	62.40	60.71	64.38
GUANDU 	Longquan	156791	84349	72442	73310	41371	31939	83481	42978	40503	53.24	50.95	55.91
GUANDU 	Xiaobanqiao	52410	27878	24532	43737	23187	20550	8673	4691	3982	16.55	16.83	16.23
GUANDU 	Dabanqiao	31579	17058	14521	25140	13186	11954	6439	3872	2567	20.39	22.70	17.68
GUANDU 	Lianmeng	187608	98984	88624	88315	47968	40347	99293	51016	48277	52.93	51.54	54.47
GUANDU 	Ala	69130	37526	31604	27869	15221	12648	41261	22305	18956	59.69	59.44	59.98
GUANDU 	Fuhai	141536	75116	66420	89017	49177	39840	52519	25939	26580	37.11	34.53	40.02
GUANDU 	Yiliu	37484	19465	18019	32934	16834	16100	4550	2631	1919	12.14	13.52	10.65
GUANDU 	Liujia	29936	15663	14273	28500	14590	13910	1436	1073	363	4.80	6.85	2.54
GUANDU 	Xiaoshao	17254	9568	7686	12538	6569	5969	4716	2999	1717	27.33	31.34	22.34
GUANDU 	Shuanglong	8183	4539	3644	7582	4185	3397	601	354	247	7.34	7.80	6.78
GUANDU 	Xiaohe	4397	2264	2133	4138	2110	2028	259	154	105	5.89	6.80	4.92
