V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14
DONGCHENG 	Total	169723	100	50061	29.5	90787	53.49	28595	16.85	280	0.16	          	          
DONGCHENG 	Donghuamen	18101	100	5346	29.53	9385	51.85	3320	18.34	50	0.28	          	          
DONGCHENG 	Jingshan	12011	100	3746	31.19	6109	50.86	2138	17.80	18	0.15	          	          
DONGCHENG 	Jiaodaokou	12370	100	3864	31.24	6527	52.76	1964	15.88	15	0.12	          	          
DONGCHENG 	Andingmen	14817	100	4584	30.94	7746	52.28	2464	16.63	23	0.16	          	          
DONGCHENG 	Beixinqiao	21229	100	6215	29.28	11423	53.81	3562	16.78	29	0.14	          	          
DONGCHENG 	Dongsi	13788	100	4243	30.77	7473	54.20	2049	14.86	23	0.17	          	          
DONGCHENG 	Chaoyangmen	10660	100	3059	28.70	5655	53.05	1933	18.13	13	0.12	          	          
DONGCHENG 	Jianguomen	18537	100	5717	30.84	9672	52.18	3124	16.85	24	0.13	          	          
DONGCHENG 	Dongzhimen	15148	100	4101	27.07	8420	55.58	2599	17.16	28	0.18	          	          
DONGCHENG 	Hepingli	33062	100	9186	27.78	18377	55.58	5442	16.46	57	0.17	          	          
XICHENG 	Total	230554	100	76851	33.33	121622	52.75	31762	13.78	319	0.14	          	          
XICHENG 	Xichanganjie	20182	100	7380	36.57	10444	51.75	2341	11.60	17	0.08	          	          
XICHENG 	Changqiao	22797	100	7940	34.83	12052	52.87	2783	12.21	22	0.10	          	          
XICHENG 	Xinjiekou	23713	100	8802	37.12	12118	51.10	2772	11.69	21	0.09	          	          
XICHENG 	Fusuijing	23202	100	8207	35.37	12329	53.14	2645	11.40	21	0.09	          	          
XICHENG 	Fengsheng	13631	100	4767	34.97	7094	52.04	1750	12.84	20	0.15	          	          
XICHENG 	Erlonglu	13757	100	4535	32.97	7326	53.25	1878	13.65	18	0.13	          	          
XICHENG 	Yuetan	35816	100	11349	31.69	18512	51.69	5885	16.43	70	0.20	          	          
XICHENG 	Fuchengmenwai	19350	100	5954	30.77	10379	53.64	2993	15.47	24	0.12	          	          
XICHENG 	Zhanlanlu	23928	100	7920	33.10	12381	51.74	3582	14.97	45	0.19	          	          
XICHENG 	Deshengmenwai	34178	100	9997	29.25	18987	55.55	5133	15.02	61	0.18	          	          
CHONGWEN 	Total	118524	100	38961	32.87	62366	52.62	17054	14.39	143	0.12	          	          
CHONGWEN 	Qianmen	13360	100	5400	40.42	6677	49.98	1273	9.53	10	0.07	          	          
CHONGWEN 	Chongwenmenwai	9354	100	3153	33.71	4891	52.29	1300	13.90	10	0.11	          	          
CHONGWEN 	Donghuashi	16401	100	5318	32.42	8697	53.03	2363	14.41	23	0.14	          	          
CHONGWEN 	Longtan	17404	100	5069	29.13	9131	52.46	3186	18.31	18	0.10	          	          
CHONGWEN 	Tiyuguanlu	15428	100	5053	32.75	8259	53.53	2091	13.55	25	0.16	          	          
CHONGWEN 	Tiantan	19580	100	6248	31.91	10205	52.12	3094	15.80	33	0.17	          	          
CHONGWEN 	Yongdingmenwai	26997	100	8720	32.30	14506	53.73	3747	13.88	24	0.09	          	          
XUANWU 	Total	173619	100	54503	31.39	93989	54.14	24929	14.36	198	0.11	          	          
XUANWU 	Dashanlan	15493	100	5874	37.91	7807	50.39	1803	11.64	9	0.06	          	          
XUANWU 	Tianqiao	15367	100	4946	32.19	7981	51.94	2417	15.73	23	0.15	          	          
XUANWU 	Chunshu	14099	100	4703	33.36	7595	53.87	1784	12.65	17	0.12	          	          
XUANWU 	Taoranting	18674	100	5580	29.88	10351	55.43	2734	14.64	9	0.05	          	          
XUANWU 	Guangnei	27053	100	8361	30.91	14590	53.93	4071	15.05	31	0.11	          	          
XUANWU 	Niujie	14551	100	4157	28.57	7938	54.55	2437	16.75	19	0.13	          	          
XUANWU 	Baizhifang	27579	100	7781	28.21	15302	55.48	4458	16.16	38	0.14	          	          
XUANWU 	Guangwai	37547	100	11356	30.24	21025	56	5117	13.63	49	0.13	          	          
XUANWU 	Qinghe	3256	100	1745	53.59	1400	43	108	3.32	3	0.09	          	          
CHAOYANG 	Total	712624	100	242632	34.05	382168	53.63	86667	12.16	1157	0.16	          	          
CHAOYANG 	Jianwai	15108	100	4282	28.34	7911	52.36	2882	19.08	33	0.22	          	          
CHAOYANG 	Chaowai	13905	100	4476	32.19	7448	53.56	1964	14.12	17	0.12	          	          
CHAOYANG 	Hujialou	21025	100	5943	28.27	11147	53.02	3887	18.49	48	0.23	          	          
CHAOYANG 	Sanlitun	14513	100	4238	29.20	7363	50.73	2876	19.82	36	0.25	          	          
CHAOYANG 	Zuojiazhuang	28166	100	8860	31.46	15418	54.74	3843	13.64	45	0.16	          	          
CHAOYANG 	Xiangheyuan	16525	100	5305	32.10	9200	55.67	1996	12.08	24	0.15	          	          
CHAOYANG 	Hepingjie	27676	100	8512	30.76	15305	55.30	3809	13.76	50	0.18	          	          
CHAOYANG 	Anzhen	23429	100	7958	33.97	12546	53.55	2899	12.37	26	0.11	          	          
CHAOYANG 	Yayuncun	21086	100	7135	33.84	11937	56.61	1982	9.40	32	0.15	          	          
CHAOYANG 	Xiaoguan	16022	100	5568	34.75	8729	54.48	1709	10.67	16	0.10	          	          
CHAOYANG 	Saxianqiao	22523	100	6929	30.76	12163	54	3368	14.95	63	0.28	          	          
CHAOYANG 	Maizidian	11750	100	4424	37.65	6345	54	967	8.23	14	0.12	          	          
CHAOYANG 	Tuanjiehu	14020	100	4647	33.15	7397	52.76	1959	13.97	17	0.12	          	          
CHAOYANG 	Liulitun	26729	100	9027	33.77	14692	54.97	2979	11.15	31	0.12	          	          
CHAOYANG 	Balizhuang	24543	100	7038	28.68	12871	52.44	4573	18.63	61	0.25	          	          
CHAOYANG 	Shuangjing	21518	100	6010	27.93	11548	53.67	3922	18.23	38	0.18	          	          
CHAOYANG 	Jingsong	24117	100	7252	30.07	13169	54.60	3664	15.19	32	0.13	          	          
CHAOYANG 	Panjiayuan	34346	100	10410	30.31	19826	57.72	4064	11.83	46	0.13	          	          
CHAOYANG 	Fatou	8246	100	2763	33.51	4601	55.80	875	10.61	7	0.08	          	          
CHAOYANG 	Guanzhuang	21639	100	7095	32.79	12304	56.86	2211	10.22	29	0.13	          	          
CHAOYANG 	Jichang	9033	100	2945	32.60	5682	62.90	405	4.48	1	0.01	          	          
CHAOYANG 	Wangjing	29461	100	13240	44.94	14280	48.47	1918	6.51	23	0.08	          	          
CHAOYANG 	Nanmofang	20026	100	7618	38.04	10559	52.73	1822	9.10	27	0.13	          	          
CHAOYANG 	Gaobeidian	17570	100	6060	34.49	9934	56.54	1546	8.80	30	0.17	          	          
CHAOYANG 	Jiangtai	10878	100	4066	37.38	5748	52.84	1051	9.66	13	0.12	          	          
CHAOYANG 	Taiyanggong	19869	100	9157	46.09	9663	48.63	1039	5.23	10	0.05	          	          
