V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11
WUHUA 	Total	366710	188331	178379	8329	1606	6723	2.27	0.85	3.77
WUHUA 	Chongren	8867	4394	4473	307	66	241	3.46	1.5	5.39
WUHUA 	Huashan	14711	7070	7641	298	52	246	2.03	0.74	3.22
WUHUA 	Beimen	22595	11256	11339	378	74	304	1.67	0.66	2.68
WUHUA 	Daguan	32723	16330	16393	881	172	709	2.69	1.05	4.33
WUHUA 	Xizhan	57347	27906	29441	1477	276	1201	2.58	0.99	4.08
WUHUA 	Wucheng	8601	4457	4144	175	41	134	2.03	0.92	3.23
WUHUA 	Xincun	18141	8605	9536	286	45	241	1.58	0.52	2.53
WUHUA 	Tuqiao	28980	14863	14117	709	145	564	2.45	0.98	4
WUHUA 	Xiba	36375	18332	18043	1147	202	945	3.15	1.10	5.24
WUHUA 	Hongshan	16867	9210	7657	438	87	351	2.60	0.94	4.58
WUHUA 	Yongchang	58189	29035	29154	1419	232	1187	2.44	0.80	4.07
WUHUA 	Lianhua	63314	36873	26441	814	214	600	1.29	0.58	2.27
PANLONG 	Total	303046	156375	146671	7141	1243	5898	2.36	0.79	4.02
PANLONG 	Zhuji	15564	8072	7492	306	60	246	1.97	0.74	3.28
PANLONG 	Taihe	57897	29655	28242	1167	200	967	2.02	0.67	3.42
PANLONG 	Nanqiang	6306	3798	2508	170	47	123	2.70	1.24	4.90
PANLONG 	Jinbi	14318	7089	7229	374	56	318	2.61	0.79	4.40
PANLONG 	Tuodong	24458	12419	12039	563	89	474	2.30	0.72	3.94
PANLONG 	Dongzhan	44347	23338	21009	1254	257	997	2.83	1.10	4.75
PANLONG 	Dongjiawan	35326	18098	17228	746	113	633	2.11	0.62	3.67
PANLONG 	Donghua	21671	10888	10783	475	77	398	2.19	0.71	3.69
PANLONG 	Huancheng	63167	32218	30949	1672	276	1396	2.65	0.86	4.51
PANLONG 	Xiaonan	9489	5320	4169	159	34	125	1.68	0.64	3
PANLONG 	Changchun	10503	5480	5023	255	34	221	2.43	0.62	4.40
GUANDU 	Total	1195048	652217	542831	54740	14288	40452	4.58	2.19	7.45
GUANDU 	Guanshang	134336	80782	53554	5496	2302	3194	4.09	2.85	5.96
GUANDU 	Qianwei	134687	74193	60494	6647	1612	5035	4.94	2.17	8.32
GUANDU 	Guandu	22385	11533	10852	1518	273	1245	6.78	2.37	11.47
GUANDU 	Ciba	42908	23213	19695	1881	495	1386	4.38	2.13	7.04
GUANDU 	Jinma	225561	122529	103032	7482	1754	5728	3.32	1.43	5.56
GUANDU 	Longquan	135889	73487	62402	5446	1394	4052	4.01	1.90	6.49
GUANDU 	Xiaobanqiao	44598	23965	20633	2492	520	1972	5.59	2.17	9.56
GUANDU 	Dabanqiao	26357	14421	11936	1939	594	1345	7.36	4.12	11.27
GUANDU 	Lianmeng	163779	86386	77393	6427	1413	5014	3.92	1.64	6.48
GUANDU 	Ala	59313	32555	26758	3074	807	2267	5.18	2.48	8.47
GUANDU 	Fuhai	121523	64707	56816	6028	1483	4545	4.96	2.29	8
GUANDU 	Yiliu	31820	16569	15251	2156	485	1671	6.78	2.93	10.96
GUANDU 	Liujia	25769	13567	12202	1584	268	1316	6.15	1.98	10.79
GUANDU 	Xiaoshao	13193	7311	5882	1075	364	711	8.15	4.98	12.09
GUANDU 	Shuanglong	6503	3699	2804	797	278	519	12.26	7.52	18.51
GUANDU 	Xiaohe	3483	1798	1685	302	99	203	8.67	5.51	12.05
GUANDU 	Shuangshao	2944	1502	1442	396	147	249	13.45	9.79	17.27
XISHAN 	Total	511332	274102	237230	28112	7401	20711	5.5	2.70	8.73
XISHAN 	Zongshuying	71057	36362	34695	2512	572	1940	3.54	1.57	5.59
XISHAN 	Majie	205714	112199	93515	9594	2510	7084	4.66	2.24	7.58
XISHAN 	Heilinpu	100070	54308	45762	4920	1311	3609	4.92	2.41	7.89
XISHAN 	Biji	28189	15256	12933	1870	498	1372	6.63	3.26	10.61
