V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14
DAOLI 	Total	741764	372335	369429	169512	88683	80829	572252	283652	288600	77.15	76.18	78.12
DAOLI 	Fushun	39057	19446	19611	1518	978	540	37539	18468	19071	96.11	94.97	97.25
DAOLI 	Gongnong	36242	18678	17564	8081	4330	3751	28161	14348	13813	77.70	76.82	78.64
DAOLI 	Chengxianglu	32408	16797	15611	8337	4457	3880	24071	12340	11731	74.27	73.47	75.15
DAOLI 	Kangan	29673	14971	14702	5280	2865	2415	24393	12106	12287	82.21	80.86	83.57
DAOLI 	Xinhua	41671	22858	18813	4219	2589	1630	37452	20269	17183	89.88	88.67	91.34
DAOLI 	Gongle	61100	30635	30465	3070	1832	1238	58030	28803	29227	94.98	94.02	95.94
DAOLI 	Jianguo	43579	21650	21929	2264	1307	957	41315	20343	20972	94.80	93.96	95.64
DAOLI 	Zhengyanghe	54930	27143	27787	2375	1404	971	52555	25739	26816	95.68	94.83	96.51
DAOLI 	Xinyanglu	30249	14797	15452	872	429	443	29377	14368	15009	97.12	97.10	97.13
DAOLI 	Anhe	28173	13625	14548	895	469	426	27278	13156	14122	96.82	96.56	97.07
DAOLI 	Anjing	55102	26713	28389	1136	534	602	53966	26179	27787	97.94	98	97.88
DAOLI 	Gongcheng	38625	18973	19652	1030	507	523	37595	18466	19129	97.33	97.33	97.34
DAOLI 	Jingwei	34683	16844	17839	1195	624	571	33488	16220	17268	96.55	96.30	96.80
DAOLI 	Sidalin	20693	10197	10496	863	570	293	19830	9627	10203	95.83	94.41	97.21
DAOLI 	Tongjiang	25091	12141	12950	787	425	362	24304	11716	12588	96.86	96.5	97.20
DAOLI 	Shangzhi	9734	4829	4905	839	518	321	8895	4311	4584	91.38	89.27	93.46
DAOLI 	Zhaolin	20503	9941	10562	1544	911	633	18959	9030	9929	92.47	90.84	94.01
DAOLI 	Taiping	27668	14094	13574	25846	13050	12796	1822	1044	778	6.59	7.41	5.73
DAOLI 	Xinnong	27571	14171	13400	25355	12963	12392	2216	1208	1008	8.04	8.52	7.52
DAOLI 	Xinfa	50325	25948	24377	44693	22919	21774	5632	3029	2603	11.19	11.67	10.68
DAOLI 	Yushu	19679	9994	9685	18321	9253	9068	1358	741	617	6.90	7.41	6.37
DAOLI 	Qunli	15008	7890	7118	10992	5749	5243	4016	2141	1875	26.76	27.14	26.34
NANGANG 	Total	970040	490478	479562	115794	60458	55336	854246	430020	424226	88.06	87.67	88.46
NANGANG 	Dacheng	38239	19849	18390	1553	979	574	36686	18870	17816	95.94	95.07	96.88
NANGANG 	Liaoyuan	63997	34422	29575	1945	1085	860	62052	33337	28715	96.96	96.85	97.09
NANGANG 	Songhuajiang	39753	19349	20404	1662	840	822	38091	18509	19582	95.82	95.66	95.97
NANGANG 	Huayuan	49594	28626	20968	2153	1277	876	47441	27349	20092	95.66	95.54	95.82
NANGANG 	Quxian	26760	13015	13745	1162	608	554	25598	12407	13191	95.66	95.33	95.97
NANGANG 	Tongda	35433	17985	17448	2039	1257	782	33394	16728	16666	94.25	93.01	95.52
NANGANG 	Qizheng	41458	20415	21043	981	501	480	40477	19914	20563	97.63	97.55	97.72
NANGANG 	Hexinglu	101774	48225	53549	7917	4027	3890	93857	44198	49659	92.22	91.65	92.74
NANGANG 	Haxi	61744	31047	30697	8637	4317	4320	53107	26730	26377	86.01	86.10	85.93
NANGANG 	Baojian	70038	34977	35061	7470	3608	3862	62568	31369	31199	89.33	89.68	88.98
NANGANG 	Rongshi	70083	34068	36015	2351	1226	1125	67732	32842	34890	96.65	96.40	96.88
NANGANG 	Fendoulu	62932	30940	31992	2174	1341	833	60758	29599	31159	96.55	95.67	97.40
NANGANG 	Lujia	80500	40009	40491	2157	1274	883	78343	38735	39608	97.32	96.82	97.82
NANGANG 	Gexin	35764	18057	17707	1620	1055	565	34144	17002	17142	95.47	94.16	96.81
NANGANG 	Wenhua	35030	17476	17554	2315	1324	991	32715	16152	16563	93.39	92.42	94.35
NANGANG 	Xianfenglu	42431	23926	18505	2136	1484	652	40295	22442	17853	94.97	93.80	96.48
NANGANG 	Xinchun	44414	22142	22272	14537	7466	7071	29877	14676	15201	67.27	66.28	68.25
NANGANG 	Wanggang	51666	26541	25125	35586	17950	17636	16080	8591	7489	31.12	32.37	29.81
NANGANG 	Hongqimanzu	18430	9409	9021	17399	8839	8560	1031	570	461	5.59	6.06	5.11
DAOWAI 	Total	380618	190129	190489	83810	42947	40863	296808	147182	149626	77.98	77.41	78.55
DAOWAI 	Daxing	36901	18053	18848	1023	533	490	35878	17520	18358	97.23	97.05	97.40
DAOWAI 	Nanma	35019	17479	17540	940	523	417	34079	16956	17123	97.32	97.01	97.62
DAOWAI 	Shengli	17158	8477	8681	1429	816	613	15729	7661	8068	91.67	90.37	92.94
DAOWAI 	Jingyu	34855	17794	17061	2093	1194	899	32762	16600	16162	94	93.29	94.73
DAOWAI 	Binjiang	33811	16813	16998	1534	803	731	32277	16010	16267	95.46	95.22	95.70
DAOWAI 	Dongyuan	26875	13230	13645	1448	790	658	25427	12440	12987	94.61	94.03	95.18
DAOWAI 	Chongjian	13753	6847	6906	798	419	379	12955	6428	6527	94.20	93.88	94.51
DAOWAI 	Taigu	20752	10161	10591	428	194	234	20324	9967	10357	97.94	98.09	97.79
DAOWAI 	Renli	22281	10885	11396	948	454	494	21333	10431	10902	95.75	95.83	95.67
DAOWAI 	Donglai	15172	7475	7697	879	494	385	14293	6981	7312	94.21	93.39	95
DAOWAI 	Nanshi	9190	4578	4612	173	86	87	9017	4492	4525	98.12	98.12	98.11
DAOWAI 	Zhenjiang	11721	6044	5677	1097	656	441	10624	5388	5236	90.64	89.15	92.23
DAOWAI 	Taiyangdao	2259	1139	1120	537	275	262	1722	864	858	76.23	75.86	76.61
DAOWAI 	Sandian	4513	2207	2306	84	43	41	4429	2164	2265	98.14	98.05	98.22
DAOWAI 	Songpu	42167	21576	20591	24164	12258	11906	18003	9318	8685	42.69	43.19	42.18
DAOWAI 	Songbei	28445	14325	14120	22012	11200	10812	6433	3125	3308	22.62	21.82	23.43
DAOWAI 	Wanbao	25746	13046	12700	24223	12209	12014	1523	837	686	5.92	6.42	5.40
