V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14
TIANSHAN 	Total	139191	100	41463	29.79	84644	60.81	12917	9.28	167	0.12	          	          
TIANSHAN 	Wulabo	4084	100	1493	36.56	2408	58.96	181	4.43	2	0.05	          	          
TIANSHAN 	Yanerwo	7190	100	2251	31.31	4427	61.57	505	7.02	7	0.10	          	          
TIANSHAN 	Shenglilu	15548	100	4209	27.07	9982	64.20	1346	8.66	11	0.07	          	          
TIANSHAN 	Tuanjielu	11771	100	3149	26.75	7427	63.10	1172	9.96	23	0.20	          	          
TIANSHAN 	Jiefangnanlu	7142	100	2004	28.06	4445	62.24	688	9.63	5	0.07	          	          
TIANSHAN 	Xinhuananlu	9511	100	2623	27.58	5988	62.96	881	9.26	19	0.20	          	          
TIANSHAN 	Hepinglu	13995	100	4245	30.33	8602	61.46	1133	8.10	15	0.11	          	          
TIANSHAN 	Jiefangbeilu	9469	100	2485	26.24	5695	60.14	1276	13.48	13	0.14	          	          
TIANSHAN 	Xingfulu	13798	100	4438	32.16	8162	59.15	1187	8.60	11	0.08	          	          
TIANSHAN 	Dongmen	10692	100	3185	29.79	6426	60.10	1060	9.91	21	0.20	          	          
TIANSHAN 	Xinhuabeilu	9330	100	2843	30.47	5331	57.14	1145	12.27	11	0.12	          	          
TIANSHAN 	Qingnianlu	10100	100	2982	29.52	5923	58.64	1177	11.65	18	0.18	          	          
TIANSHAN 	Jianquanjie	12287	100	4209	34.26	7152	58.21	918	7.47	8	0.07	          	          
TIANSHAN 	Yananlu	2346	100	701	29.88	1491	63.55	153	6.52	1	0.04	          	          
TIANSHAN 	Yanhuhuagongchang	1451	100	494	34.05	887	61.13	69	4.76	1	0.07	          	          
TIANSHAN 	Chaiwobaolinchang	477	100	152	31.87	298	62.47	26	5.45	1	0.21	          	          
SHAYIBAKE 	Total	146262	100	48777	33.35	84739	57.94	12598	8.61	148	0.10	          	          
SHAYIBAKE 	Changjianglu	9301	100	2939	31.60	5297	56.95	1046	11.25	19	0.20	          	          
SHAYIBAKE 	Hetianjie	20200	100	6155	30.47	11983	59.32	2038	10.09	24	0.12	          	          
SHAYIBAKE 	Yangzijianglu	10948	100	3219	29.40	6520	59.55	1199	10.95	10	0.09	          	          
SHAYIBAKE 	Youhaonanlu	9722	100	3051	31.38	5717	58.80	939	9.66	15	0.15	          	          
SHAYIBAKE 	Youhaobeilu	12683	100	5202	41.02	6622	52.21	856	6.75	3	0.02	          	          
SHAYIBAKE 	Bayijie	15561	100	5377	34.55	9124	58.63	1048	6.73	12	0.08	          	          
SHAYIBAKE 	Luyuanjie	17826	100	6283	35.25	10365	58.15	1164	6.53	14	0.08	          	          
SHAYIBAKE 	Xishan	9910	100	3403	34.34	5718	57.70	784	7.91	5	0.05	          	          
SHAYIBAKE 	Yamalikeshan	18059	100	6331	35.06	10440	57.81	1270	7.03	18	0.10	          	          
SHAYIBAKE 	Hongmiaozi	13512	100	4424	32.74	7838	58.01	1235	9.14	15	0.11	          	          
SHAYIBAKE 	Houxiadiqu	1412	100	642	45.47	731	51.77	39	2.76	          	          	          	          
SHAYIBAKE 	104tuan	5755	100	1490	25.89	3422	59.46	831	14.44	12	0.21	          	          
SHAYIBAKE 	Xishannongmuchang	1373	100	261	19.01	962	70.07	149	10.85	1	0.07	          	          
WULUMUQI XINSHIQU 	Total	111173	100	38303	34.45	65052	58.51	7735	6.96	83	0.07	          	          
WULUMUQI XINSHIQU 	Beijinglu	18571	100	6133	33.02	11178	60.19	1246	6.71	14	0.08	          	          
WULUMUQI XINSHIQU 	Ergong	21462	100	6701	31.22	12734	59.33	2009	9.36	18	0.08	          	          
WULUMUQI XINSHIQU 	Sangong	17713	100	5503	31.07	10942	61.77	1254	7.08	14	0.08	          	          
