V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14
WUHUA 	Total	35242	17911	17331	18855	10386	8469	1202	618	584	5.99	5.62	6.45
WUHUA 	Chongren	865	431	434	578	314	264	41	25	16	6.62	7.37	5.71
WUHUA 	Huashan	1439	690	749	869	479	390	20	10	10	2.25	2.04	2.5
WUHUA 	Beimen	2156	1032	1124	964	506	458	39	18	21	3.89	3.44	4.38
WUHUA 	Daguan	3185	1612	1573	1537	820	717	78	40	38	4.83	4.65	5.03
WUHUA 	Xizhan	5596	2713	2883	2534	1419	1115	327	175	152	11.43	10.98	12
WUHUA 	Wucheng	818	412	406	541	294	247	16	9	7	2.87	2.97	2.76
WUHUA 	Xincun	1745	813	932	1125	574	551	55	28	27	4.66	4.65	4.67
WUHUA 	Tuqiao	2841	1472	1369	1776	1007	769	109	50	59	5.78	4.73	7.13
WUHUA 	Xiba	3448	1745	1703	2086	1159	927	111	65	46	5.05	5.31	4.73
WUHUA 	Hongshan	1581	848	733	859	514	345	53	33	20	5.81	6.03	5.48
WUHUA 	Yongchang	5606	2791	2815	3670	2010	1660	209	103	106	5.39	4.87	6
WUHUA 	Lianhua	5962	3352	2610	2316	1290	1026	144	62	82	5.85	4.59	7.40
PANLONG 	Total	27603	13901	13702	16552	9198	7354	1212	633	579	6.82	6.44	7.30
PANLONG 	Zhuji	1419	714	705	886	484	402	45	25	20	4.83	4.91	4.74
PANLONG 	Taihe	5169	2584	2585	3126	1684	1442	175	97	78	5.30	5.45	5.13
PANLONG 	Nanqiang	525	296	229	360	233	127	15	7	8	4	2.92	5.93
PANLONG 	Jinbi	1369	686	683	855	468	387	62	37	25	6.76	7.33	6.07
PANLONG 	Tuodong	2263	1115	1148	1344	714	630	64	33	31	4.55	4.42	4.69
PANLONG 	Dongzhan	4059	2080	1979	2408	1393	1015	211	114	97	8.06	7.56	8.72
PANLONG 	Dongjiawan	3163	1594	1569	1806	1020	786	205	89	116	10.19	8.03	12.86
PANLONG 	Donghua	2051	996	1055	1195	625	570	87	46	41	6.79	6.86	6.71
PANLONG 	Huancheng	5820	2886	2934	3439	1904	1535	288	149	139	7.73	7.26	8.30
PANLONG 	Xiaonan	835	470	365	562	350	212	28	17	11	4.75	4.63	4.93
PANLONG 	Changchun	930	480	450	571	323	248	32	19	13	5.31	5.56	4.98
GUANDU 	Total	108174	57204	50970	71705	42393	29312	3527	2015	1512	4.69	4.54	4.91
GUANDU 	Guanshang	9944	5265	4679	7015	4296	2719	381	211	170	5.15	4.68	5.88
GUANDU 	Qianwei	12774	6905	5869	9966	5996	3970	265	151	114	2.59	2.46	2.79
GUANDU 	Guandu	2145	1094	1051	1815	963	852	19	14	5	1.04	1.43	0.58
GUANDU 	Ciba	4132	2238	1894	1826	1099	727	150	94	56	7.59	7.88	7.15
GUANDU 	Jinma	20902	11183	9719	12673	7777	4896	928	529	399	6.82	6.37	7.54
GUANDU 	Longquan	11854	6157	5697	7001	4083	2918	472	295	177	6.32	6.74	5.72
GUANDU 	Xiaobanqiao	4095	2218	1877	3162	1812	1350	40	22	18	1.25	1.20	1.32
GUANDU 	Dabanqiao	2551	1363	1188	1973	1098	875	41	23	18	2.04	2.05	2.02
GUANDU 	Lianmeng	15372	7992	7380	8736	5251	3485	602	317	285	6.45	5.69	7.56
GUANDU 	Ala	5542	2964	2578	3238	1948	1290	267	145	122	7.62	6.93	8.64
GUANDU 	Fuhai	11136	5832	5304	7936	4722	3214	337	195	142	4.07	3.97	4.23
GUANDU 	Yiliu	3120	1609	1511	2595	1388	1207	5	3	2	0.19	0.22	0.17
GUANDU 	Liujia	2250	1138	1112	1916	995	921	9	5	4	0.47	0.5	0.43
GUANDU 	Xiaoshao	1225	669	556	871	450	421	9	9	          	1.02	1.96	          
GUANDU 	Shuanglong	518	268	250	466	244	222	1	1	          	0.21	0.41	          
GUANDU 	Xiaohe	338	165	173	265	133	132	1	1	          	0.38	0.75	          
GUANDU 	Shuangshao	276	144	132	251	138	113	          	          	          	          	          	          
XISHAN 	Total	46108	23959	22149	29381	17294	12087	1897	1066	831	6.06	5.81	6.43
XISHAN 	Zongshuying	6340	3194	3146	4053	2363	1690	282	142	140	6.51	5.67	7.65
XISHAN 	Majie	17684	9182	8502	10832	6595	4237	872	498	374	7.45	7.02	8.11
XISHAN 	Heilinpu	9320	4983	4337	5287	3265	2022	367	209	158	6.49	6.02	7.25
XISHAN 	Biji	2662	1402	1260	1748	1002	746	110	62	48	5.92	5.83	6.05
XISHAN 	Haikou	6072	3177	2895	4045	2295	1750	243	138	105	5.67	5.67	5.66
XISHAN 	Tuanjieyizubaizu	1607	805	802	1356	709	647	15	12	3	1.09	1.66	0.46
XISHAN 	Gulvyizubaizu	546	274	272	469	233	236	1	1	          	0.21	0.43	          
XISHAN 	Shalangbaizu	1226	621	605	1030	550	480	7	4	3	0.68	0.72	0.62
XISHAN 	Changkou	651	321	330	561	282	279	          	          	          	          	          	          
DONGCHUAN 	Total	20322	10611	9711	15718	8615	7103	476	272	204	2.94	3.06	2.79
DONGCHUAN 	Xincun	4707	2350	2357	3113	1681	1432	258	138	120	7.65	7.59	7.73
DONGCHUAN 	Bigu	2284	1154	1130	1554	833	721	78	45	33	4.78	5.13	4.38
DONGCHUAN 	Tangdan	2334	1271	1063	1731	1014	717	74	51	23	4.10	4.79	3.11
DONGCHUAN 	Yinmin	1252	674	578	868	531	337	38	21	17	4.19	3.80	4.80
DONGCHUAN 	Awang	2311	1215	1096	2101	1116	985	2	2	          	0.10	0.18	          
DONGCHUAN 	Guhai	449	242	207	376	210	166	4	2	2	1.05	0.94	1.19
DONGCHUAN 	Lvmao	947	472	475	793	395	398	4	3	1	0.5	0.75	0.25
DONGCHUAN 	Wulong	1334	696	638	1100	594	506	          	          	          	          	          	          
DONGCHUAN 	Xintian	650	349	301	571	310	261	3	2	1	0.52	0.64	0.38
DONGCHUAN 	Fazhe	931	487	444	787	413	374	5	3	2	0.63	0.72	0.53
DONGCHUAN 	Shanmu	714	387	327	623	342	281	1	1	          	0.16	0.29	          
DONGCHUAN 	Tuobuka	1195	646	549	1047	579	468	6	3	3	0.57	0.52	0.64
DONGCHUAN 	Boka	726	399	327	641	365	276	1	          	1	0.16	          	0.36
DONGCHUAN 	Shekuai	488	269	219	413	232	181	2	1	1	0.48	0.43	0.55
CHENGGONG 	Total	13561	7131	6430	11215	6167	5048	104	54	50	0.92	0.87	0.98
CHENGGONG 	Longcheng	2176	1094	1082	1472	802	670	61	33	28	3.98	3.95	4.01
CHENGGONG 	Luoyang	2235	1270	965	1749	1054	695	26	13	13	1.46	1.22	1.84
CHENGGONG 	Dounan	2659	1375	1284	2323	1244	1079	10	6	4	0.43	0.48	0.37
CHENGGONG 	Dayu	1337	689	648	1151	613	538	3	1	2	0.26	0.16	0.37
CHENGGONG 	Wujiaying	1768	913	855	1543	825	718	1	          	1	0.06	          	0.14
CHENGGONG 	Majinpu	2090	1081	1009	1817	977	840	1	          	1	0.06	          	0.12
CHENGGONG 	Qidian	1296	709	587	1160	652	508	2	1	1	0.17	0.15	0.20
JINNING 	Total	20152	10198	9954	16843	8819	8024	146	90	56	0.86	1.01	0.69
JINNING 	Kunyang	1586	794	792	1124	612	512	55	36	19	4.66	5.56	3.58
JINNING 	Gucheng	1970	1024	946	1512	830	682	32	25	7	2.07	2.92	1.02
JINNING 	Jincheng	3085	1546	1539	2576	1336	1240	23	9	14	0.88	0.67	1.12
JINNING 	Erjie	1145	585	560	973	510	463	          	          	          	          	          	          
JINNING 	Zhonghe	2929	1477	1452	2465	1270	1195	20	10	10	0.80	0.78	0.83
JINNING 	Baofeng	1210	609	601	1081	559	522	          	          	          	          	          	          
JINNING 	Shuanghe	682	365	317	614	339	275	2	2	          	0.32	0.59	          
JINNING 	Xiyang	786	419	367	692	382	310	3	2	1	0.43	0.52	0.32
JINNING 	Shangsuan	2502	1248	1254	2128	1093	1035	8	6	2	0.37	0.55	0.19
JINNING 	Liujie	851	425	426	735	372	363	          	          	          	          	          	          
JINNING 	Huale	929	474	455	821	438	383	          	          	          	          	          	          
JINNING 	Xinjie	2477	1232	1245	2122	1078	1044	3	          	3	0.14	          	0.29
FUMIN 	Total	10737	5438	5299	9171	4757	4414	54	30	24	0.59	0.63	0.54
FUMIN 	Yongding	2196	1094	1102	1762	906	856	22	9	13	1.23	0.98	1.5
FUMIN 	Daying	1422	723	699	1199	625	574	13	7	6	1.07	1.11	1.03
FUMIN 	Qinlao	1000	490	510	820	413	407	5	5	          	0.61	1.20	          
FUMIN 	Zhebei	911	472	439	811	428	383	4	3	1	0.49	0.70	0.26
