V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14
DONGCHENG 	Total	529867	266398	263469	54426	32747	21679	475441	233651	241790	89.73	87.71	91.77
DONGCHENG 	Donghuamen	60641	30886	29755	7191	4361	2830	53450	26525	26925	88.14	85.88	90.49
DONGCHENG 	Jingshan	37093	18603	18490	4439	2685	1754	32654	15918	16736	88.03	85.57	90.51
DONGCHENG 	Jiaodaokou	39988	21266	18722	3643	2192	1451	36345	19074	17271	90.89	89.69	92.25
DONGCHENG 	Andingmen	44254	21879	22375	4281	2324	1957	39973	19555	20418	90.33	89.38	91.25
DONGCHENG 	Beixinqiao	65247	32626	32621	7509	4085	3424	57738	28541	29197	88.49	87.48	89.5
DONGCHENG 	Dongsi	40492	20052	20440	3894	2227	1667	36598	17825	18773	90.38	88.89	91.84
DONGCHENG 	Chaoyangmen	33438	16672	16766	3530	2240	1290	29908	14432	15476	89.44	86.56	92.31
DONGCHENG 	Jianguomen	57370	28727	28643	6691	4111	2580	50679	24616	26063	88.34	85.69	90.99
DONGCHENG 	Dongzhimen	47948	24227	23721	4780	3135	1645	43168	21092	22076	90.03	87.06	93.07
DONGCHENG 	Hepingli	103396	51460	51936	8468	5387	3081	94928	46073	48855	91.81	89.53	94.07
XICHENG 	Total	699051	356593	342458	81763	50298	31465	617288	306295	310993	88.30	85.89	90.81
XICHENG 	Xichanganjie	56478	28293	28185	6406	3874	2532	50072	24419	25653	88.66	86.31	91.02
XICHENG 	Changqiao	68560	34262	34298	9795	6095	3700	58765	28167	30598	85.71	82.21	89.21
XICHENG 	Xinjiekou	69335	36645	32690	8216	4870	3346	61119	31775	29344	88.15	86.71	89.76
XICHENG 	Fusuijing	64273	32064	32209	7920	4497	3423	56353	27567	28786	87.68	85.97	89.37
XICHENG 	Fengsheng	41237	21194	20043	7060	4538	2522	34177	16656	17521	82.88	78.59	87.42
XICHENG 	Erlonglu	43064	21925	21139	5220	3486	1734	37844	18439	19405	87.88	84.10	91.80
XICHENG 	Yuetan	111733	56594	55139	11765	7397	4368	99968	49197	50771	89.47	86.93	92.08
XICHENG 	Fuchengmenwai	62854	32769	30085	5692	3397	2295	57162	29372	27790	90.94	89.63	92.37
XICHENG 	Zhanlanlu	75346	38850	36496	9337	5872	3465	66009	32978	33031	87.61	84.89	90.51
XICHENG 	Deshengmenwai	106171	53997	52174	10352	6272	4080	95819	47725	48094	90.25	88.38	92.18
CHONGWEN 	Total	343763	172129	171634	40933	22774	18159	302830	149355	153475	88.09	86.77	89.42
CHONGWEN 	Qianmen	34720	17079	17641	4438	2174	2264	30282	14905	15377	87.22	87.27	87.17
CHONGWEN 	Chongwenmenwai	26770	13279	13491	2778	1668	1110	23992	11611	12381	89.62	87.44	91.77
CHONGWEN 	Donghuashi	48655	24413	24242	6024	3477	2547	42631	20936	21695	87.62	85.76	89.49
CHONGWEN 	Longtan	52954	26400	26554	4699	2694	2005	48255	23706	24549	91.13	89.80	92.45
CHONGWEN 	Tiyuguanlu	45353	22972	22381	6088	3410	2678	39265	19562	19703	86.58	85.16	88.03
CHONGWEN 	Tiantan	56966	28431	28535	6451	3568	2883	50515	24863	25652	88.68	87.45	89.90
CHONGWEN 	Yongdingmenwai	78345	39555	38790	10455	5783	4672	67890	33772	34118	86.66	85.38	87.96
XUANWU 	Total	523050	270417	252633	52279	33359	18920	470771	237058	233713	90	87.66	92.51
XUANWU 	Dashanlan	42811	22109	20702	4288	2240	2048	38523	19869	18654	89.98	89.87	90.11
XUANWU 	Tianqiao	45217	22528	22689	4293	2324	1969	40924	20204	20720	90.51	89.68	91.32
XUANWU 	Chunshu	39766	19931	19835	3495	1977	1518	36271	17954	18317	91.21	90.08	92.35
XUANWU 	Taoranting	53085	26209	26876	3265	1654	1611	49820	24555	25265	93.85	93.69	94.01
XUANWU 	Guangnei	80001	39938	40063	7754	4644	3110	72247	35294	36953	90.31	88.37	92.24
XUANWU 	Niujie	46727	24384	22343	5574	4247	1327	41153	20137	21016	88.07	82.58	94.06
XUANWU 	Baizhifang	84953	43479	41474	6966	4618	2348	77987	38861	39126	91.80	89.38	94.34
XUANWU 	Guangwai	112573	57670	54903	11636	7173	4463	100937	50497	50440	89.66	87.56	91.87
XUANWU 	Qinghe	17917	14169	3748	5008	4482	526	12909	9687	3222	72.05	68.37	85.97
CHAOYANG 	Total	2275230	1208049	1067181	613464	359857	253607	1661766	848192	813574	73.04	70.21	76.24
CHAOYANG 	Jianwai	50145	25374	24771	5152	3188	1964	44993	22186	22807	89.73	87.44	92.07
CHAOYANG 	Chaowai	43517	22822	20695	6539	4580	1959	36978	18242	18736	84.97	79.93	90.53
CHAOYANG 	Hujialou	65157	32396	32761	2797	1707	1090	62360	30689	31671	95.71	94.73	96.67
CHAOYANG 	Sanlitun	51234	27494	23740	3822	2347	1475	47412	25147	22265	92.54	91.46	93.79
CHAOYANG 	Zuojiazhuang	83008	41341	41667	5580	2927	2653	77428	38414	39014	93.28	92.92	93.63
CHAOYANG 	Xiangheyuan	50592	26311	24281	5573	3818	1755	45019	22493	22526	88.98	85.49	92.77
CHAOYANG 	Hepingjie	94004	47698	46306	7197	4496	2701	86807	43202	43605	92.34	90.57	94.17
CHAOYANG 	Anzhen	69377	35094	34283	4912	2970	1942	64465	32124	32341	92.92	91.54	94.34
CHAOYANG 	Yayuncun	66878	35570	31308	8117	5645	2472	58761	29925	28836	87.86	84.13	92.10
CHAOYANG 	Xiaoguan	55606	28746	26860	6155	3821	2334	49451	24925	24526	88.93	86.71	91.31
CHAOYANG 	Saxianqiao	72579	39165	33414	6725	5036	1689	65854	34129	31725	90.73	87.14	94.95
CHAOYANG 	Maizidian	34684	18159	16525	7644	4646	2998	27040	13513	13527	77.96	74.41	81.86
CHAOYANG 	Tuanjiehu	40469	20032	20437	2042	1072	970	38427	18960	19467	94.95	94.65	95.25
CHAOYANG 	Liulitun	75659	38486	37173	7614	4455	3159	68045	34031	34014	89.94	88.42	91.5
CHAOYANG 	Balizhuang	81525	39824	41701	8345	3833	4512	73180	35991	37189	89.76	90.38	89.18
CHAOYANG 	Shuangjing	68602	35968	32634	6659	4679	1980	61943	31289	30654	90.29	86.99	93.93
CHAOYANG 	Jingsong	72473	37233	35240	6260	4310	1950	66213	32923	33290	91.36	88.42	94.47
CHAOYANG 	Panjiayuan	98818	49925	48893	6529	3838	2691	92289	46087	46202	93.39	92.31	94.5
CHAOYANG 	Fatou	26329	13869	12460	2640	1590	1050	23689	12279	11410	89.97	88.54	91.57
