V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14
HEPING 	Total	52600	25825	26775	25437	13981	11456	5399	2607	2792	17.51	15.72	19.60
HEPING 	Bajing	2676	1253	1423	1328	693	635	297	135	162	18.28	16.30	20.33
HEPING 	Shashan	5395	2628	2767	2549	1433	1116	721	339	382	22.05	19.13	25.5
HEPING 	Xinhua	1877	907	970	851	487	364	221	100	121	20.62	17.04	24.95
HEPING 	Shengli	3539	1680	1859	1711	930	781	439	223	216	20.42	19.34	21.66
HEPING 	Minzhu	1621	803	818	752	428	324	185	91	94	19.74	17.53	22.49
HEPING 	Nanzhan	1279	631	648	680	385	295	132	62	70	16.26	13.87	19.18
HEPING 	Wusong	1256	615	641	656	358	298	96	53	43	12.77	12.90	12.61
HEPING 	Xita	2332	1125	1207	1101	603	498	249	129	120	18.44	17.62	19.42
HEPING 	Beishi	1599	822	777	770	462	308	238	121	117	23.61	20.75	27.53
HEPING 	Beidaokou	1896	928	968	911	512	399	327	161	166	26.41	23.92	29.38
HEPING 	Beizhan	1572	781	791	839	477	362	203	105	98	19.48	18.04	21.30
HEPING 	Suichuan	2252	1092	1160	986	539	447	334	166	168	25.30	23.55	27.32
HEPING 	Yuanlu	1543	701	842	564	299	265	114	53	61	16.81	15.06	18.71
HEPING 	Yunji	1794	846	948	885	461	424	204	107	97	18.73	18.84	18.62
HEPING 	Zhonghualu	796	371	425	401	213	188	62	29	33	13.39	11.98	14.93
HEPING 	Maluwan	2765	1333	1432	1514	817	697	268	122	146	15.04	12.99	17.32
HEPING 	Jixian	3695	1793	1902	1867	1016	851	323	145	178	14.75	12.49	17.30
HEPING 	Xinxing	4021	1964	2057	2121	1167	954	277	123	154	11.55	9.53	13.90
HEPING 	Nanhu	8022	4264	3758	3550	1948	1602	433	204	229	10.87	9.48	12.51
HEPING 	Shisiweilu	2670	1288	1382	1401	753	648	276	139	137	16.46	15.58	17.45
SHENHE 	Total	50982	24789	26193	25105	13819	11286	5639	2772	2867	18.34	16.71	20.26
SHENHE 	Zhengyang	2929	1411	1518	1313	701	612	417	206	211	24.10	22.71	25.64
SHENHE 	Yijing	3515	1714	1801	1759	974	785	437	212	225	19.90	17.88	22.28
SHENHE 	Erjing	3516	1668	1848	1756	924	832	339	163	176	16.18	15	17.46
SHENHE 	Xiaoxi	2486	1233	1253	1219	693	526	338	168	170	21.71	19.51	24.43
SHENHE 	Daxi	3086	1487	1599	1559	861	698	384	187	197	19.76	17.84	22.01
SHENHE 	Binhe	3280	1595	1685	1623	909	714	438	223	215	21.25	19.70	23.14
SHENHE 	Wanlian	3585	1724	1861	1986	1076	910	254	117	137	11.34	9.81	13.09
SHENHE 	Zhongjie	1097	527	570	569	320	249	120	56	64	17.42	14.89	20.45
SHENHE 	Xiaonan	3410	1665	1745	1810	990	820	290	141	149	13.81	12.47	15.38
SHENHE 	Danan	6277	3011	3266	3278	1826	1452	709	333	376	17.78	15.42	20.57
SHENHE 	Shandongmiao	2840	1352	1488	1348	739	609	276	132	144	17	15.15	19.12
SHENHE 	Huigong	2997	1479	1518	1332	758	574	475	262	213	26.29	25.69	27.06
SHENHE 	Zhujianlu	2216	1073	1143	1142	645	497	275	147	128	19.41	18.56	20.48
SHENHE 	Xinbeizhan	973	484	489	478	279	199	129	61	68	21.25	17.94	25.47
SHENHE 	Fengyutan	4163	2019	2144	1949	1085	864	534	259	275	21.51	19.27	24.14
SHENHE 	Wenhualu	4612	2347	2265	1984	1039	945	224	105	119	10.14	9.18	11.18
DADONG 	Total	53957	26663	27294	25404	14619	10785	6995	3147	3848	21.59	17.71	26.30
DADONG 	Xiaodong	2700	1326	1374	1200	681	519	342	174	168	22.18	20.35	24.45
