V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14
TIANSHAN 	Total	40684	19618	21066	22667	12256	10411	1644	864	780	6.76	6.59	6.97
TIANSHAN 	Wulabo	753	396	357	444	267	177	18	11	7	3.90	3.96	3.80
TIANSHAN 	Yanerwo	1183	655	528	599	402	197	112	77	35	15.75	16.08	15.09
TIANSHAN 	Shenglilu	6295	3093	3202	3532	1903	1629	408	208	200	10.36	9.85	10.93
TIANSHAN 	Tuanjielu	3267	1374	1893	981	509	472	78	37	41	7.37	6.78	7.99
TIANSHAN 	Jiefangnanlu	4972	2488	2484	3010	1661	1349	183	94	89	5.73	5.36	6.19
TIANSHAN 	Xinhuananlu	3453	1711	1742	2059	1114	945	248	139	109	10.75	11.09	10.34
TIANSHAN 	Hepinglu	2779	1386	1393	1715	928	787	104	52	52	5.72	5.31	6.20
TIANSHAN 	Jiefangbeilu	1907	930	977	1216	663	553	95	49	46	7.25	6.88	7.68
TIANSHAN 	Xingfulu	5049	2119	2930	1349	752	597	64	38	26	4.53	4.81	4.17
TIANSHAN 	Dongmen	3217	1617	1600	2188	1178	1010	89	49	40	3.91	3.99	3.81
TIANSHAN 	Xinhuabeilu	2721	1337	1384	1659	870	789	150	66	84	8.29	7.05	9.62
TIANSHAN 	Qingnianlu	2166	1175	991	1480	888	592	31	19	12	2.05	2.09	1.99
TIANSHAN 	Jianquanjie	2465	1096	1369	2159	945	1214	23	6	17	1.05	0.63	1.38
TIANSHAN 	Yananlu	          	          	          	          	          	          	          	          	          	          	          	          
TIANSHAN 	Yanhuhuagongchang	457	241	216	276	176	100	41	19	22	12.93	9.74	18.03
TIANSHAN 	Chaiwobaolinchang	          	          	          	          	          	          	          	          	          	          	          	          
SHAYIBAKE 	Total	36174	18673	17501	21894	12790	9104	1867	953	914	7.86	6.93	9.12
SHAYIBAKE 	Changjianglu	3042	1560	1482	1894	1115	779	174	90	84	8.41	7.47	9.73
SHAYIBAKE 	Hetianjie	3272	1695	1577	1910	1169	741	198	98	100	9.39	7.73	11.89
SHAYIBAKE 	Yangzijianglu	8110	4226	3884	4789	2783	2006	377	193	184	7.30	6.49	8.40
SHAYIBAKE 	Youhaonanlu	1157	569	588	642	343	299	59	30	29	8.42	8.04	8.84
SHAYIBAKE 	Youhaobeilu	2370	1173	1197	1512	823	689	129	68	61	7.86	7.63	8.13
SHAYIBAKE 	Bayijie	1020	495	525	681	353	328	42	14	28	5.81	3.81	7.87
SHAYIBAKE 	Luyuanjie	6193	3182	3011	3996	2251	1745	208	87	121	4.95	3.72	6.48
SHAYIBAKE 	Xishan	2965	1530	1435	1770	1059	711	194	78	116	9.88	6.86	14.03
SHAYIBAKE 	Yamalikeshan	2057	1054	1003	1329	786	543	49	26	23	3.56	3.20	4.06
SHAYIBAKE 	Hongmiaozi	3547	1830	1717	1818	1059	759	326	193	133	15.21	15.42	14.91
SHAYIBAKE 	Houxiadiqu	274	175	99	239	165	74	3	2	1	1.24	1.20	1.33
SHAYIBAKE 	104tuan	1762	967	795	1026	716	310	90	61	29	8.06	7.85	8.55
SHAYIBAKE 	Xishannongmuchang	405	217	188	288	168	120	18	13	5	5.88	7.18	4
WULUMUQI XINSHIQU 	Total	25453	13066	12387	14222	8395	5827	1390	681	709	8.90	7.5	10.85
WULUMUQI XINSHIQU 	Beijinglu	2579	1281	1298	1215	702	513	203	103	100	14.32	12.80	16.31
WULUMUQI XINSHIQU 	Ergong	4300	2089	2211	2618	1453	1165	79	36	43	2.93	2.42	3.56
WULUMUQI XINSHIQU 	Sangong	7914	4126	3788	4549	2624	1925	311	140	171	6.40	5.07	8.16
WULUMUQI XINSHIQU 	Shiyouxincun	2656	1326	1330	1663	970	693	59	23	36	3.43	2.32	4.94
WULUMUQI XINSHIQU 	Yingbinlu	5802	3024	2778	2694	1644	1050	658	343	315	19.63	17.26	23.08
WULUMUQI XINSHIQU 	Kashendonglu	          	          	          	          	          	          	          	          	          	          	          	          
WULUMUQI XINSHIQU 	Beizhan	          	          	          	          	          	          	          	          	          	          	          	          
WULUMUQI XINSHIQU 	Wulumuqijingjijishukaifaqu	          	          	          	          	          	          	          	          	          	          	          	          
WULUMUQI XINSHIQU 	Gaoxinjishuchanyekaifaqu	2202	1220	982	1483	1002	481	80	36	44	5.12	3.47	8.38
SHUIMOGOU 	Total	16151	8102	8049	9406	5249	4157	937	507	430	9.06	8.81	9.37
SHUIMOGOU 	Shuimogou	3618	1760	1858	2161	1161	1000	237	134	103	9.88	10.35	9.34
SHUIMOGOU 	Liudaowan	3880	1924	1956	2003	1135	868	231	112	119	10.34	8.98	12.06
SHUIMOGOU 	Weihuliang	3501	1777	1724	1794	1001	793	253	159	94	12.36	13.71	10.60
SHUIMOGOU 	Badaowan	205	139	66	136	119	17	15	7	8	9.93	5.56	32
SHUIMOGOU 	Xinminlu	3933	1952	1981	2602	1398	1204	153	79	74	5.55	5.35	5.79
SHUIMOGOU 	Nanhu	1014	550	464	710	435	275	48	16	32	6.33	3.55	10.42
TOUTUNHE 	Total	10778	5685	5093	6033	3604	2429	322	206	116	5.07	5.41	4.56
TOUTUNHE 	Toutunhe	3950	2150	1800	1769	1090	679	96	43	53	5.15	3.80	7.24
TOUTUNHE 	Huochexizhan	4242	2148	2094	2517	1513	1004	44	22	22	1.72	1.43	2.14
TOUTUNHE 	Wangjiagou	535	293	242	412	247	165	14	7	7	3.29	2.76	4.07
TOUTUNHE 	Wuchanglu	361	181	180	250	107	143	38	34	4	13.19	24.11	2.72
TOUTUNHE 	Sanpingnongchang	401	221	180	286	172	114	5	2	3	1.72	1.15	2.56
TOUTUNHE 	Wuyinongchang	362	207	155	198	127	71	59	48	11	22.96	27.43	13.41
TOUTUNHE 	Tunhenongchang	927	485	442	601	348	253	66	50	16	9.90	12.56	5.95
NANQUAN 	Total	997	539	458	573	387	186	40	32	8	6.53	7.64	4.12
NANQUAN 	Aiweiergou	997	539	458	573	387	186	40	32	8	6.53	7.64	4.12
NANQUAN 	Xinghuo	          	          	          	          	          	          	          	          	          	          	          	          
NANQUAN 	Dongfeng	          	          	          	          	          	          	          	          	          	          	          	          
DONGSHAN 	Total	9347	4492	4855	3327	2059	1268	266	134	132	7.40	6.11	9.43
DONGSHAN 	Shihua	3804	1937	1867	2369	1335	1034	90	38	52	3.66	2.77	4.79
DONGSHAN 	Dibang	515	298	217	315	253	62	23	15	8	6.80	5.60	11.43
DONGSHAN 	Kaziwan	4336	1891	2445	390	254	136	147	79	68	27.37	23.72	33.33
DONGSHAN 	Lucaogou	692	366	326	253	217	36	6	2	4	2.32	0.91	10
WULUMUQI XIAN 	Total	28919	15846	13073	20093	13302	6791	717	472	245	3.45	3.43	3.48
WULUMUQI XIAN 	Dabancheng	600	320	280	417	260	157	24	12	12	5.44	4.41	7.10
WULUMUQI XIAN 	Anningqu	1385	787	598	1114	713	401	15	10	5	1.33	1.38	1.23
WULUMUQI XIAN 	Donggou	241	134	107	193	115	78	2	          	2	1.03	          	2.5
WULUMUQI XIAN 	Xigou	          	          	          	          	          	          	          	          	          	          	          	          
WULUMUQI XIAN 	Akesu	          	          	          	          	          	          	          	          	          	          	          	          
WULUMUQI XIAN 	Chaiwobao	870	489	381	585	431	154	14	6	8	2.34	1.37	4.94
WULUMUQI XIAN 	Qinggedahu	1168	596	572	908	498	410	2	          	2	0.22	          	0.49
WULUMUQI XIAN 	Sishihu	          	          	          	          	          	          	          	          	          	          	          	          
WULUMUQI XIAN 	Liushihu	873	469	404	748	420	328	10	3	7	1.32	0.71	2.09
