V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14
JINJIANG 	Total	143264	100	54281	37.89	68127	47.55	20535	14.33	320	0.22	1	          
JINJIANG 	DongkangShi	5350	100	1933	36.13	2591	48.43	819	15.31	7	0.13	          	          
JINJIANG 	Tianyashibeijie	4576	100	1695	37.04	2258	49.34	614	13.42	9	0.20	          	          
JINJIANG 	Hepingjie	7097	100	2253	31.75	3668	51.68	1167	16.44	9	0.13	          	          
JINJIANG 	Zitongqiaozhengjie	4025	100	1500	37.27	1855	46.09	657	16.32	13	0.32	          	          
JINJIANG 	Chunxilu	1580	100	713	45.13	652	41.27	212	13.42	3	0.19	          	          
JINJIANG 	Yanshikou	3671	100	1497	40.78	1544	42.06	618	16.83	12	0.33	          	          
JINJIANG 	Renminnanlu	2849	100	971	34.08	1377	48.33	494	17.34	7	0.25	          	          
JINJIANG 	Qingshiqiao	3911	100	1678	42.90	1734	44.34	497	12.71	2	0.05	          	          
JINJIANG 	Wangjiaba	5144	100	1772	34.45	2529	49.16	825	16.04	18	0.35	          	          
JINJIANG 	Junlongjie	5254	100	1783	33.94	2720	51.77	743	14.14	8	0.15	          	          
JINJIANG 	Tangbajie	5362	100	2105	39.26	2430	45.32	818	15.26	9	0.17	          	          
JINJIANG 	Zhiquanjie	4409	100	1811	41.08	1977	44.84	614	13.93	7	0.16	          	          
JINJIANG 	Hejiangting	6326	100	2732	43.19	2656	41.99	925	14.62	13	0.21	          	          
JINJIANG 	Niushikou	16890	100	6142	36.36	8681	51.40	2044	12.10	23	0.14	          	          
JINJIANG 	Dongfengnanlu	3256	100	1148	35.26	1533	47.08	570	17.51	5	0.15	          	          
JINJIANG 	Banxianjie	10275	100	3963	38.57	4908	47.77	1375	13.38	29	0.28	          	          
JINJIANG 	Shahepu	13373	100	5592	41.82	6336	47.38	1422	10.63	23	0.17	          	          
JINJIANG 	Dongguang	13204	100	5881	44.54	6004	45.47	1306	9.89	12	0.09	1	0.01
JINJIANG 	Liulichang	15232	100	5915	38.83	6673	43.81	2582	16.95	62	0.41	          	          
JINJIANG 	Sansheng	11480	100	3197	27.85	6001	52.27	2233	19.45	49	0.43	          	          
