V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11
HEPING 	Total	571985	288200	283785	15882	3094	12788	2.78	1.07	4.51
HEPING 	Bajing	30777	15357	15420	583	85	498	1.89	0.55	3.23
HEPING 	Shashan	56420	28373	28047	2151	509	1642	3.81	1.79	5.85
HEPING 	Xinhua	21329	10497	10832	797	173	624	3.74	1.65	5.76
HEPING 	Shengli	37128	18075	19053	1111	236	875	2.99	1.31	4.59
HEPING 	Minzhu	20942	10953	9989	574	115	459	2.74	1.05	4.60
HEPING 	Nanzhan	15935	8907	7028	557	126	431	3.5	1.41	6.13
HEPING 	Wusong	14465	7220	7245	385	68	317	2.66	0.94	4.38
HEPING 	Xita	24393	11742	12651	631	97	534	2.59	0.83	4.22
HEPING 	Beishi	18556	9549	9007	668	145	523	3.60	1.52	5.81
HEPING 	Beidaokou	19117	9575	9542	717	170	547	3.75	1.78	5.73
HEPING 	Beizhan	16534	8201	8333	705	134	571	4.26	1.63	6.85
HEPING 	Suichuan	24152	11878	12274	760	130	630	3.15	1.09	5.13
HEPING 	Yuanlu	16253	7636	8617	323	64	259	1.99	0.84	3.01
HEPING 	Yunji	18461	9076	9385	450	68	382	2.44	0.75	4.07
HEPING 	Zhonghualu	9643	4859	4784	174	25	149	1.80	0.51	3.11
HEPING 	Maluwan	30602	15096	15506	799	163	636	2.61	1.08	4.10
HEPING 	Jixian	39256	19192	20064	1247	234	1013	3.18	1.22	5.05
HEPING 	Xinxing	44638	22188	22450	1210	203	1007	2.71	0.91	4.49
HEPING 	Nanhu	83363	44635	38728	1281	212	1069	1.54	0.47	2.76
HEPING 	Shisiweilu	30021	15191	14830	759	137	622	2.53	0.90	4.19
SHENHE 	Total	526272	262249	264023	15540	2732	12808	2.95	1.04	4.85
SHENHE 	Zhengyang	30704	15502	15202	1008	158	850	3.28	1.02	5.59
SHENHE 	Yijing	36175	17634	18541	951	140	811	2.63	0.79	4.37
SHENHE 	Erjing	36212	17750	18462	768	128	640	2.12	0.72	3.47
