V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14
CHENGGUAN 	Total	927511	477833	449678	186975	106611	80364	740536	371222	369314	79.84	77.69	82.13
CHENGGUAN 	Jiuquanlu	15819	8134	7685	1988	1376	612	13831	6758	7073	87.43	83.08	92.04
CHENGGUAN 	Zhangyelu	27705	13769	13936	2430	1508	922	25275	12261	13014	91.23	89.05	93.38
CHENGGUAN 	Gongyuanxang	28738	17412	11326	2221	1442	779	26517	15970	10547	92.27	91.72	93.12
CHENGGUAN 	Linxialu	26718	13152	13566	1898	1002	896	24820	12150	12670	92.90	92.38	93.40
CHENGGUAN 	Gulouxang	30156	15059	15097	2492	1493	999	27664	13566	14098	91.74	90.09	93.38
CHENGGUAN 	Wuquan	37325	18870	18455	3986	2348	1638	33339	16522	16817	89.32	87.56	91.12
CHENGGUAN 	Baiyinlu	48370	23648	24722	4385	2171	2214	43985	21477	22508	90.93	90.82	91.04
CHENGGUAN 	Gaolanlu	46040	23050	22990	3799	2173	1626	42241	20877	21364	91.75	90.57	92.93
CHENGGUAN 	Guangwumen	39372	19096	20276	2731	1354	1377	36641	17742	18899	93.06	92.91	93.21
CHENGGUAN 	Fulongping	8318	4171	4147	2195	1041	1154	6123	3130	2993	73.61	75.04	72.17
CHENGGUAN 	Jingyuanlu	32487	16545	15942	4236	2280	1956	28251	14265	13986	86.96	86.22	87.73
CHENGGUAN 	Caochangjie	55769	28875	26894	7156	4011	3145	48613	24864	23749	87.17	86.11	88.31
CHENGGUAN 	Huochezhan	50152	26433	23719	9288	5750	3538	40864	20683	20181	81.48	78.25	85.08
CHENGGUAN 	Gongxingdun	89644	45377	44267	14443	8742	5701	75201	36635	38566	83.89	80.73	87.12
CHENGGUAN 	Donggangzhen	30604	15617	14987	3206	1738	1468	27398	13879	13519	89.52	88.87	90.20
CHENGGUAN 	Tuanjiexincun	50259	26039	24220	6219	3648	2571	44040	22391	21649	87.63	85.99	89.38
CHENGGUAN 	Donggangxilu	39468	19188	20280	4274	2437	1837	35194	16751	18443	89.17	87.30	90.94
CHENGGUAN 	Tieludongcun	29359	14683	14676	2532	1521	1011	26827	13162	13665	91.38	89.64	93.11
CHENGGUAN 	Tieluxicun	36445	18287	18158	2757	1581	1176	33688	16706	16982	92.44	91.35	93.52
CHENGGUAN 	Weiyuanlu	63407	32356	31051	5353	2735	2618	58054	29621	28433	91.56	91.55	91.57
CHENGGUAN 	Yantan	88295	50059	38236	55662	33252	22410	32633	16807	15826	36.96	33.57	41.39
CHENGGUAN 	Chengguan	16777	8933	7844	13926	7600	6326	2851	1333	1518	16.99	14.92	19.35
CHENGGUAN 	Gongxingdun	24969	13028	11941	18797	9550	9247	6172	3478	2694	24.72	26.70	22.56
CHENGGUAN 	Qingbaishi	8152	4388	3764	7909	4242	3667	243	146	97	2.98	3.33	2.58
CHENGGUAN 	Gaolanshan	3163	1664	1499	3092	1616	1476	71	48	23	2.24	2.88	1.53
QILIHE 	Total	472557	251018	221539	152724	82750	69974	319833	168268	151565	67.68	67.03	68.41
QILIHE 	Huaping	23830	12305	11525	5699	3009	2690	18131	9296	8835	76.08	75.55	76.66
QILIHE 	Xiyuan	34167	18014	16153	6908	4078	2830	27259	13936	13323	79.78	77.36	82.48
QILIHE 	Xihu	65701	37337	28364	8123	5217	2906	57578	32120	25458	87.64	86.03	89.75
QILIHE 	Jianlanlu	37856	19158	18698	4210	2424	1786	33646	16734	16912	88.88	87.35	90.45
QILIHE 	Dunhuanglu	49939	26191	23748	5466	3407	2059	44473	22784	21689	89.05	86.99	91.33
QILIHE 	Xizhan	38681	20661	18020	5403	3519	1884	33278	17142	16136	86.03	82.97	89.54
QILIHE 	Yanjiaping	25736	13792	11944	4094	2485	1609	21642	11307	10335	84.09	81.98	86.53
QILIHE 	Gongjiawan	34948	18811	16137	3108	1837	1271	31840	16974	14866	91.11	90.23	92.12
QILIHE 	Tumendun	37861	20047	17814	5623	3345	2278	32238	16702	15536	85.15	83.31	87.21
QILIHE 	Agan	26379	13859	12520	13951	7008	6943	12428	6851	5577	47.11	49.43	44.54
QILIHE 	Hutan	4924	2602	2322	4845	2548	2297	79	54	25	1.60	2.08	1.08
QILIHE 	Xiguoyuan	18037	9342	8695	17370	8949	8421	667	393	274	3.70	4.21	3.15
QILIHE 	Weiling	12500	6512	5988	12183	6283	5900	317	229	88	2.54	3.52	1.47
QILIHE 	Huazhaizi	16053	8296	7757	14276	7194	7082	1777	1102	675	11.07	13.28	8.70
QILIHE 	Cuijiaya	20315	10674	9641	17368	9022	8346	2947	1652	1295	14.51	15.48	13.43
QILIHE 	Pengjiaping	14616	7597	7019	13184	6676	6508	1432	921	511	9.80	12.12	7.28
QILIHE 	Huangyu	11014	5820	5194	10913	5749	5164	101	71	30	0.92	1.22	0.58
XIGU 	Total	332381	172596	159785	97078	50982	46096	235303	121614	113689	70.79	70.46	71.15
