V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11
TIANSHAN 	Total	393416	198483	194933	14078	4145	9933	3.58	2.09	5.10
TIANSHAN 	Wulabo	9505	4938	4567	524	122	402	5.51	2.47	8.80
TIANSHAN 	Yanerwo	19625	10545	9080	1364	476	888	6.95	4.51	9.78
TIANSHAN 	Shenglilu	50449	24457	25992	1432	438	994	2.84	1.79	3.82
TIANSHAN 	Tuanjielu	34728	16823	17905	1074	325	749	3.09	1.93	4.18
TIANSHAN 	Jiefangnanlu	18596	9252	9344	522	159	363	2.81	1.72	3.88
TIANSHAN 	Xinhuananlu	24740	12591	12149	878	262	616	3.55	2.08	5.07
TIANSHAN 	Hepinglu	38162	18698	19464	2464	908	1556	6.46	4.86	7.99
TIANSHAN 	Jiefangbeilu	26862	13664	13198	541	106	435	2.01	0.78	3.30
TIANSHAN 	Xingfulu	38889	18932	19957	759	146	613	1.95	0.77	3.07
TIANSHAN 	Dongmen	27257	13485	13772	764	150	614	2.80	1.11	4.46
TIANSHAN 	Xinhuabeilu	25314	12859	12455	688	151	537	2.72	1.17	4.31
TIANSHAN 	Qingnianlu	29096	14708	14388	753	176	577	2.59	1.20	4.01
TIANSHAN 	Jianquanjie	37366	19945	17421	1283	341	942	3.43	1.71	5.41
TIANSHAN 	Yananlu	8204	5152	3052	530	234	296	6.46	4.54	9.70
TIANSHAN 	Yanhuhuagongchang	3416	1815	1601	368	112	256	10.77	6.17	15.99
TIANSHAN 	Chaiwobaolinchang	1207	619	588	134	39	95	11.10	6.30	16.16
SHAYIBAKE 	Total	404848	213153	191695	17487	5118	12369	4.32	2.40	6.45
SHAYIBAKE 	Changjianglu	24096	12052	12044	883	210	673	3.66	1.74	5.59
SHAYIBAKE 	Hetianjie	52296	26471	25825	1376	350	1026	2.63	1.32	3.97
SHAYIBAKE 	Yangzijianglu	29290	14847	14443	874	198	676	2.98	1.33	4.68
SHAYIBAKE 	Youhaonanlu	26413	13321	13092	799	180	619	3.03	1.35	4.73
SHAYIBAKE 	Youhaobeilu	38841	19664	19177	797	229	568	2.05	1.16	2.96
SHAYIBAKE 	Bayijie	55008	29573	25435	1093	228	865	1.99	0.77	3.40
SHAYIBAKE 	Luyuanjie	47846	25992	21854	2221	660	1561	4.64	2.54	7.14
SHAYIBAKE 	Xishan	26543	14744	11799	1742	520	1222	6.56	3.53	10.36
SHAYIBAKE 	Yamalikeshan	44314	23795	20519	4285	1663	2622	9.67	6.99	12.78
SHAYIBAKE 	Hongmiaozi	37813	20753	17060	1710	396	1314	4.52	1.91	7.70
SHAYIBAKE 	Houxiadiqu	3096	1778	1318	146	44	102	4.72	2.47	7.74
SHAYIBAKE 	104tuan	15770	8307	7463	1160	327	833	7.36	3.94	11.16
SHAYIBAKE 	Xishannongmuchang	3522	1856	1666	401	113	288	11.39	6.09	17.29
WULUMUQI XINSHIQU 	Total	326094	172776	153318	14093	3905	10188	4.32	2.26	6.65
WULUMUQI XINSHIQU 	Beijinglu	56467	28313	28154	1464	340	1124	2.59	1.20	3.99
WULUMUQI XINSHIQU 	Ergong	57418	28996	28422	2382	448	1934	4.15	1.55	6.80
WULUMUQI XINSHIQU 	Sangong	62063	31099	30964	2351	647	1704	3.79	2.08	5.5
WULUMUQI XINSHIQU 	Shiyouxincun	35945	19387	16558	2010	422	1588	5.59	2.18	9.59
WULUMUQI XINSHIQU 	Yingbinlu	34338	18161	16177	1860	507	1353	5.42	2.79	8.36
WULUMUQI XINSHIQU 	Kashendonglu	25816	15523	10293	1078	551	527	4.18	3.55	5.12
WULUMUQI XINSHIQU 	Beizhan	5639	3550	2089	378	167	211	6.70	4.70	10.10
WULUMUQI XINSHIQU 	Wulumuqijingjijishukaifaqu	34463	19728	14735	1962	616	1346	5.69	3.12	9.13
WULUMUQI XINSHIQU 	Gaoxinjishuchanyekaifaqu	13945	8019	5926	608	207	401	4.36	2.58	6.77
SHUIMOGOU 	Total	150417	77166	73251	6630	1986	4644	4.41	2.57	6.34
SHUIMOGOU 	Shuimogou	29965	14491	15474	1202	353	849	4.01	2.44	5.49
SHUIMOGOU 	Liudaowan	31876	16376	15500	2410	794	1616	7.56	4.85	10.43
SHUIMOGOU 	Weihuliang	16362	8232	8130	1052	332	720	6.43	4.03	8.86
SHUIMOGOU 	Badaowan	4226	2387	1839	262	99	163	6.20	4.15	8.86
SHUIMOGOU 	Xinminlu	48356	25103	23253	1286	306	980	2.66	1.22	4.21
SHUIMOGOU 	Nanhu	19632	10577	9055	418	102	316	2.13	0.96	3.49
TOUTUNHE 	Total	106364	56460	49904	8565	2704	5861	8.05	4.79	11.74
TOUTUNHE 	Toutunhe	42835	22641	20194	2508	802	1706	5.86	3.54	8.45
TOUTUNHE 	Huochexizhan	26828	13764	13064	1735	354	1381	6.47	2.57	10.57
TOUTUNHE 	Wangjiagou	2154	1181	973	113	35	78	5.25	2.96	8.02
TOUTUNHE 	Wuchanglu	4369	2372	1997	141	43	98	3.23	1.81	4.91
TOUTUNHE 	Sanpingnongchang	10215	5501	4714	1508	579	929	14.76	10.53	19.71
TOUTUNHE 	Wuyinongchang	8550	4545	4005	1359	473	886	15.89	10.41	22.12
TOUTUNHE 	Tunhenongchang	11413	6456	4957	1201	418	783	10.52	6.47	15.80
NANQUAN 	Total	7215	4119	3096	424	138	286	5.88	3.35	9.24
NANQUAN 	Aiweiergou	3878	2076	1802	187	50	137	4.82	2.41	7.60
NANQUAN 	Xinghuo	317	231	86	12	5	7	3.79	2.16	8.14
NANQUAN 	Dongfeng	3020	1812	1208	225	83	142	7.45	4.58	11.75
DONGSHAN 	Total	84209	43999	40210	3776	1180	2596	4.48	2.68	6.46
DONGSHAN 	Shihua	21074	10781	10293	323	45	278	1.53	0.42	2.70
DONGSHAN 	Dibang	13166	7188	5978	1191	434	757	9.05	6.04	12.66
DONGSHAN 	Kaziwan	35540	18043	17497	1575	422	1153	4.43	2.34	6.59
DONGSHAN 	Lucaogou	14429	7987	6442	687	279	408	4.76	3.49	6.33
WULUMUQI XIAN 	Total	263193	144613	118580	16821	5981	10840	6.39	4.14	9.14
WULUMUQI XIAN 	Dabancheng	4221	2519	1702	403	185	218	9.55	7.34	12.81
WULUMUQI XIAN 	Anningqu	9114	5081	4033	672	227	445	7.37	4.47	11.03
WULUMUQI XIAN 	Donggou	3586	1973	1613	649	299	350	18.10	15.15	21.70
