V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11
DONGSHI 	Total	209962	106567	103395	10673	1815	8858	5.08	1.70	8.57
DONGSHI 	Mingguanglu	20054	10042	10012	1182	184	998	5.89	1.83	9.97
DONGSHI 	Chezhan	17025	8577	8448	894	172	722	5.25	2.01	8.55
DONGSHI 	Shenglilu	11399	5743	5656	591	114	477	5.18	1.99	8.43
DONGSHI 	Sanlijie	30163	15423	14740	1797	313	1484	5.96	2.03	10.07
DONGSHI 	Tonglinglu	34647	17462	17185	1504	235	1269	4.34	1.35	7.38
DONGSHI 	Qilizhan	24822	12640	12182	766	109	657	3.09	0.86	5.39
DONGSHI 	Hongguang	28592	14630	13962	1691	297	1394	5.91	2.03	9.98
DONGSHI 	Hepinglu	18375	9269	9106	796	129	667	4.33	1.39	7.32
DONGSHI 	Datonglu	24885	12781	12104	1452	262	1190	5.83	2.05	9.83
ZHONGSHI 	Total	206210	104852	101358	9265	1731	7534	4.49	1.65	7.43
ZHONGSHI 	Shouchun	11092	5424	5668	748	120	628	6.74	2.21	11.08
ZHONGSHI 	Gulou	6858	3442	3416	344	53	291	5.02	1.54	8.52
ZHONGSHI 	Xiaoyaojin	6679	3471	3208	338	72	266	5.06	2.07	8.29
ZHONGSHI 	Sanpailou	14760	7112	7648	456	67	389	3.09	0.94	5.09
ZHONGSHI 	Xianqiao	7607	3798	3809	422	81	341	5.55	2.13	8.95
ZHONGSHI 	Yimin	23505	11814	11691	1079	189	890	4.59	1.60	7.61
ZHONGSHI 	Anqinglu	31815	17263	14552	1036	167	869	3.26	0.97	5.97
ZHONGSHI 	Guangming	19623	9734	9889	670	111	559	3.41	1.14	5.65
ZHONGSHI 	Bozhoulu	30518	15597	14921	1516	329	1187	4.97	2.11	7.96
ZHONGSHI 	Shuanggang	53753	27197	26556	2656	542	2114	4.94	1.99	7.96
XISHI 	Total	339030	183328	155702	9027	1630	7397	2.66	0.89	4.75
XISHI 	Sanlian	32156	18673	13483	885	201	684	2.75	1.08	5.07
XISHI 	Chaohulu	18536	10094	8442	784	166	618	4.23	1.64	7.32
XISHI 	Baohe	47271	26824	20447	1132	180	952	2.39	0.67	4.66
XISHI 	Wuhulu	41205	20777	20428	1301	206	1095	3.16	0.99	5.36
XISHI 	Nanqilizhan	45837	23340	22497	1562	263	1299	3.41	1.13	5.77
XISHI 	Cun	57853	33194	24659	1029	210	819	1.78	0.63	3.32
XISHI 	Huposhanzhuang	15478	7863	7615	397	86	311	2.56	1.09	4.08
XISHI 	Xiyuanxincun	31354	16889	14465	683	101	582	2.18	0.60	4.02
XISHI 	Shushanlu	49340	25674	23666	1254	217	1037	2.54	0.85	4.38
HEFEI JIAOQU 	Total	635120	340421	294699	52834	13662	39172	8.32	4.01	13.29
HEFEI JIAOQU 	Xinghuacun	93000	52302	40698	7157	2215	4942	7.70	4.24	12.14
HEFEI JIAOQU 	Qilitang	31725	16255	15470	2723	640	2083	8.58	3.94	13.46
HEFEI JIAOQU 	Changqing	133789	72666	61123	7418	1886	5532	5.54	2.60	9.05
HEFEI JIAOQU 	Daxing	29103	15351	13752	2295	437	1858	7.89	2.85	13.51
HEFEI JIAOQU 	Dayang	19645	9656	9989	2129	485	1644	10.84	5.02	16.46
HEFEI JIAOQU 	Luogang	59876	30941	28935	4848	1028	3820	8.10	3.32	13.20
HEFEI JIAOQU 	Yixing	29274	15206	14068	2116	505	1611	7.23	3.32	11.45
HEFEI JIAOQU 	Yicheng	19078	9852	9226	3217	615	2602	16.86	6.24	28.20
HEFEI JIAOQU 	Chengdong	60026	32250	27776	5776	1917	3859	9.62	5.94	13.89
HEFEI JIAOQU 	Daxu	17432	8977	8455	2398	445	1953	13.76	4.96	23.10
HEFEI JIAOQU 	Sanshigang	8706	4441	4265	1512	443	1069	17.37	9.98	25.06
HEFEI JIAOQU 	Xinzhanzonghekaifashiyanqu	25249	14533	10716	2074	703	1371	8.21	4.84	12.79
HEFEI JIAOQU 	Gaoxinjishuchanyekaifaqu	80486	42964	37522	5385	1338	4047	6.69	3.11	10.79
HEFEI JIAOQU 	Jingjijishukaifaqu	27731	15027	12704	3786	1005	2781	13.65	6.69	21.89
CHANGFENG 	Total	639374	328942	310432	93123	32134	60989	14.56	9.77	19.65
CHANGFENG 	Shuihu	47897	24731	23166	5390	1729	3661	11.25	6.99	15.80
CHANGFENG 	Caoan	20947	10830	10117	3391	1319	2072	16.19	12.18	20.48
CHANGFENG 	Yanggong	20972	10815	10157	3284	1208	2076	15.66	11.17	20.44
CHANGFENG 	Zhuangmu	15868	8183	7685	1968	713	1255	12.40	8.71	16.33
CHANGFENG 	Yangmiao	25281	12947	12334	2921	1061	1860	11.55	8.19	15.08
CHANGFENG 	Wushan	29205	15035	14170	3322	1144	2178	11.37	7.61	15.37
CHANGFENG 	Gangji	20034	10179	9855	2160	599	1561	10.78	5.88	15.84
CHANGFENG 	Shuangdun	28040	14407	13633	2933	819	2114	10.46	5.68	15.51
CHANGFENG 	Xiatang	30501	15432	15069	3383	996	2387	11.09	6.45	15.84
CHANGFENG 	Zhuxang	27596	14169	13427	3685	1211	2474	13.35	8.55	18.43
CHANGFENG 	Kongdian	32467	16951	15516	4470	1645	2825	13.77	9.70	18.21
CHANGFENG 	Zhangci	19899	10254	9645	3075	1092	1983	15.45	10.65	20.56
CHANGFENG 	Xumiao	18184	9428	8756	4136	1541	2595	22.75	16.34	29.64
CHANGFENG 	Luotang	24232	12457	11775	3572	1318	2254	14.74	10.58	19.14
CHANGFENG 	Sunmiao	13160	6785	6375	3005	1108	1897	22.83	16.33	29.76
CHANGFENG 	Shiyuan	12537	6504	6033	1569	572	997	12.51	8.79	16.53
CHANGFENG 	Sanhe	20108	10594	9514	4614	1762	2852	22.95	16.63	29.98
CHANGFENG 	Guduihuizu	10322	5432	4890	1432	563	869	13.87	10.36	17.77
CHANGFENG 	Yijing	28979	14881	14098	4236	1626	2610	14.62	10.93	18.51
CHANGFENG 	Tushan	19128	9832	9296	2097	723	1374	10.96	7.35	14.78
CHANGFENG 	Xiadian	14020	7224	6796	1785	623	1162	12.73	8.62	17.10
CHANGFENG 	Sanshitou	23130	11699	11431	2410	560	1850	10.42	4.79	16.18
CHANGFENG 	Luoji	10728	5431	5297	1806	574	1232	16.83	10.57	23.26
CHANGFENG 	Buli	15716	8057	7659	3051	996	2055	19.41	12.36	26.83
CHANGFENG 	Taohu	13426	6832	6594	2918	972	1946	21.73	14.23	29.51
CHANGFENG 	Taolou	17846	9086	8760	2438	850	1588	13.66	9.36	18.13
CHANGFENG 	Zaojia	21366	10899	10467	3951	1205	2746	18.49	11.06	26.23
CHANGFENG 	Duji	18920	9700	9220	2800	919	1881	14.80	9.47	20.40
CHANGFENG 	Peihe	15662	8148	7514	2287	852	1435	14.60	10.46	19.10
CHANGFENG 	Zuodian	18727	9664	9063	4736	1770	2966	25.29	18.32	32.73
CHANGFENG 	Shuangfenggongyequ	4476	2356	2120	298	64	234	6.66	2.72	11.04
FEIDONG 	Total	745195	377876	367319	84928	18881	66047	11.40	5	17.98
FEIDONG 	Dianbu	80683	40802	39881	6339	1020	5319	7.86	2.5	13.34
FEIDONG 	Cuo	29654	15004	14650	2015	264	1751	6.80	1.76	11.95
FEIDONG 	Liangyuan	26176	13396	12780	2524	525	1999	9.64	3.92	15.64
FEIDONG 	Qiaotouji	24962	12880	12082	1503	214	1289	6.02	1.66	10.67
FEIDONG 	Changlinhe	20573	10283	10290	2216	322	1894	10.77	3.13	18.41
FEIDONG 	Xishanyi	24885	12381	12504	2054	362	1692	8.25	2.92	13.53
FEIDONG 	Shitang	25487	12453	13034	2560	463	2097	10.04	3.72	16.09
FEIDONG 	Gucheng	9978	5154	4824	1897	464	1433	19.01	9	29.71
FEIDONG 	Badou	22182	11497	10685	3134	865	2269	14.13	7.52	21.24
FEIDONG 	Yuantuan	19742	10146	9596	1725	470	1255	8.74	4.63	13.08
FEIDONG 	Bailong	25454	13171	12283	3478	845	2633	13.66	6.42	21.44
FEIDONG 	Longgang	17896	8995	8901	1465	250	1215	8.19	2.78	13.65
FEIDONG 	Liujiafan	12870	6274	6596	840	151	689	6.53	2.41	10.45
FEIDONG 	Fuxing	18024	9048	8976	1795	294	1501	9.96	3.25	16.72
FEIDONG 	Changle	17393	8651	8742	1640	197	1443	9.43	2.28	16.51
